Game Turn, Player, Regional Strength, Enemy Strength, Other Strength, Current Explorers, Desired Explorers
1, 0, 0, 0, 0, 1:0, 2:1, NO_TECH
1, 1, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 2, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 3, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 4, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 5, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 6, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 7, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 8, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 9, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 10, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 11, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 12, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 13, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 14, 0, 0, 0, 0:0, 0:1, NO_TECH
2, 0, 28, 0, 0, 1:0, 1:1, NO_TECH
2, 1, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 2, 0, 0, 0, 1:0, 5:1, NO_TECH
2, 3, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 4, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 5, 0, 0, 0, 1:0, 5:1, NO_TECH
2, 6, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 11, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
2, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 0, 28, 0, 0, 1:0, 1:1, NO_TECH
3, 1, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 2, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 3, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 4, 30, 0, 0, 2:0, 1:1, NO_TECH
3, 5, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 6, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 11, 40, 10, 0, 0:0, 0:1, NO_TECH
3, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
3, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 0, 28, 0, 0, 1:0, 1:1, NO_TECH
4, 1, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 2, 30, 0, 0, 2:0, 0:0, NO_TECH
4, 3, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 4, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 5, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 6, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 11, 40, 35, 0, 0:0, 0:1, NO_TECH
4, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
4, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 0, 28, 0, 0, 1:0, 2:1, NO_TECH
5, 1, 30, 0, 0, 2:0, 1:1, NO_TECH
5, 2, 30, 0, 0, 2:0, 0:0, NO_TECH
5, 3, 30, 0, 0, 2:0, 1:1, NO_TECH
5, 4, 30, 0, 0, 2:0, 1:1, NO_TECH
5, 5, 30, 0, 0, 2:0, 1:1, NO_TECH
5, 6, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 11, 40, 35, 0, 0:0, 0:1, NO_TECH
5, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 13, 55, 0, 20, 0:0, 0:1, NO_TECH
5, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 0, 28, 0, 0, 1:0, 2:1, NO_TECH
6, 1, 30, 10, 0, 2:0, 1:1, NO_TECH
6, 2, 30, 0, 20, 2:0, 1:1, NO_TECH
6, 3, 30, 0, 0, 2:0, 1:1, NO_TECH
6, 4, 30, 0, 0, 2:0, 1:1, NO_TECH
6, 5, 30, 0, 0, 2:0, 1:1, NO_TECH
6, 6, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 11, 40, 35, 0, 0:0, 0:1, NO_TECH
6, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 13, 55, 0, 20, 0:0, 0:1, NO_TECH
6, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 0, 28, 0, 0, 1:0, 2:1, NO_TECH
7, 1, 30, 10, 20, 2:0, 1:1, NO_TECH
7, 2, 30, 0, 20, 2:0, 1:1, NO_TECH
7, 3, 30, 0, 0, 2:0, 1:1, NO_TECH
7, 4, 20, 0, 0, 2:0, 2:1, NO_TECH
7, 5, 30, 0, 0, 2:0, 2:1, NO_TECH
7, 6, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 7, 40, 0, 10, 0:0, 0:1, NO_TECH
7, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 11, 40, 35, 0, 0:0, 0:1, NO_TECH
7, 12, 40, 0, 10, 0:0, 0:1, NO_TECH
7, 13, 55, 0, 20, 0:0, 0:1, NO_TECH
7, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 0, 28, 0, 0, 1:0, 2:1, NO_TECH
8, 1, 30, 10, 20, 2:0, 1:1, NO_TECH
8, 2, 30, 0, 20, 2:0, 1:1, NO_TECH
8, 3, 20, 0, 0, 2:0, 1:1, NO_TECH
8, 4, 35, 0, 0, 2:0, 2:1, NO_TECH
8, 5, 45, 0, 20, 2:0, 2:1, NO_TECH
8, 6, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 7, 40, 0, 10, 0:0, 0:1, NO_TECH
8, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 11, 40, 35, 0, 0:0, 0:1, NO_TECH
8, 12, 40, 0, 10, 0:0, 0:1, NO_TECH
8, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
8, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
9, 0, 28, 0, 0, 1:0, 2:1, NO_TECH
9, 1, 20, 0, 20, 2:0, 1:1, NO_TECH
9, 2, 30, 0, 20, 2:0, 1:1, NO_TECH
9, 3, 20, 0, 0, 1:0, 3:1, NO_TECH
9, 4, 35, 0, 0, 2:0, 3:1, NO_TECH
9, 5, 45, 10, 20, 3:0, 2:1, NO_TECH
9, 6, 40, 35, 0, 0:0, 0:1, NO_TECH
9, 7, 40, 0, 10, 0:0, 0:1, NO_TECH
9, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
9, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
9, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
9, 11, 40, 55, 0, 0:0, 0:1, NO_TECH
9, 12, 40, 0, 10, 0:0, 0:1, NO_TECH
9, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
9, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
10, 0, 56, 0, 0, 2:0, 1:1, NO_TECH
10, 1, 35, 0, 20, 2:0, 1:1, NO_TECH
10, 2, 0, 0, 20, 2:0, 2:1, NO_TECH
10, 3, 30, 0, 0, 1:0, 3:1, NO_TECH
10, 4, 45, 0, 0, 1:0, 3:1, NO_TECH
10, 5, 45, 10, 20, 3:0, 2:1, NO_TECH
10, 6, 40, 35, 0, 0:0, 0:1, NO_TECH
10, 7, 40, 0, 10, 0:0, 0:1, NO_TECH
10, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
10, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
10, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
10, 11, 40, 55, 0, 0:0, 0:1, NO_TECH
10, 12, 40, 0, 10, 0:0, 0:1, NO_TECH
10, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
10, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
11, 0, 56, 0, 0, 2:0, 0:0, NO_TECH
11, 1, 35, 0, 20, 3:0, 1:1, NO_TECH
11, 2, 20, 0, 20, 2:0, 2:1, NO_TECH
11, 3, 30, 0, 0, 1:0, 3:1, NO_TECH
11, 4, 45, 0, 0, 1:0, 3:1, NO_TECH
11, 5, 45, 10, 0, 3:0, 2:1, NO_TECH
11, 6, 40, 35, 0, 0:0, 0:1, NO_TECH
11, 7, 40, 25, 0, 0:0, 0:1, NO_TECH
11, 8, 40, 0, 20, 0:0, 0:1, NO_TECH
11, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
11, 10, 40, 0, 20, 0:0, 0:1, NO_TECH
11, 11, 40, 55, 0, 0:0, 0:1, NO_TECH
11, 12, 40, 0, 10, 0:0, 0:1, NO_TECH
11, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
11, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
12, 0, 56, 0, 0, 2:0, 0:0, NO_TECH
12, 1, 55, 10, 0, 4:0, 0:0, NO_TECH
12, 2, 0, 0, 0, 1:0, 3:1, NO_TECH
12, 3, 10, 0, 0, 1:0, 3:1, NO_TECH
12, 4, 45, 0, 0, 1:0, 3:1, NO_TECH
12, 5, 45, 10, 0, 3:0, 2:1, NO_TECH
12, 6, 40, 35, 0, 0:0, 0:1, TECH_ARCHERY
12, 7, 40, 45, 0, 0:0, 0:1, NO_TECH
12, 8, 40, 0, 20, 0:0, 0:1, NO_TECH
12, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
12, 10, 40, 0, 20, 0:0, 0:1, NO_TECH
12, 11, 20, 55, 0, 0:0, 0:1, NO_TECH
12, 12, 40, 25, 10, 0:0, 0:1, TECH_ARCHERY
12, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
12, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
13, 0, 56, 10, 0, 2:0, 1:1, NO_TECH
13, 1, 55, 25, 0, 4:0, 1:1, NO_TECH
13, 2, 0, 0, 0, 1:0, 3:1, NO_TECH
13, 3, 10, 0, 40, 2:0, 2:1, NO_TECH
13, 4, 30, 0, 0, 1:0, 3:1, NO_TECH
13, 5, 45, 25, 0, 3:0, 1:1, TECH_ARCHERY
13, 6, 40, 45, 0, 0:0, 0:1, TECH_ARCHERY
13, 7, 40, 45, 0, 0:0, 0:1, NO_TECH
13, 8, 60, 0, 20, 0:0, 0:1, NO_TECH
13, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
13, 10, 40, 0, 20, 0:0, 0:1, NO_TECH
13, 11, 20, 10, 0, 0:0, 0:1, NO_TECH
13, 12, 60, 25, 10, 0:0, 0:1, TECH_ARCHERY
13, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
13, 14, 40, 0, 10, 0:0, 0:1, NO_TECH
14, 0, 56, 10, 0, 2:0, 1:1, NO_TECH
14, 1, 105, 25, 0, 4:0, 1:1, TECH_HORSEBACK_RIDING
14, 2, 10, 0, 0, 1:0, 3:1, TECH_BRONZE_WORKING
14, 3, 25, 0, 40, 3:0, 2:1, NO_TECH
14, 4, 30, 0, 0, 1:0, 3:1, NO_TECH
14, 5, 45, 50, 0, 2:0, 2:1, TECH_ARCHERY
14, 6, 40, 45, 0, 0:0, 0:1, TECH_ARCHERY
14, 7, 40, 65, 0, 0:0, 0:1, NO_TECH
14, 8, 60, 0, 20, 0:0, 0:1, NO_TECH
14, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
14, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
14, 11, 20, 10, 0, 0:0, 0:1, NO_TECH
14, 12, 60, 25, 30, 0:0, 0:1, TECH_ARCHERY
14, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
14, 14, 40, 10, 10, 0:0, 0:1, NO_TECH
15, 0, 56, 10, 0, 2:0, 1:1, NO_TECH
15, 1, 105, 25, 0, 1:0, 3:1, TECH_HORSEBACK_RIDING
15, 2, 0, 0, 0, 1:0, 2:1, TECH_BRONZE_WORKING
15, 3, 15, 0, 40, 3:0, 2:1, NO_TECH
15, 4, 30, 0, 0, 1:0, 3:1, NO_TECH
15, 5, 45, 50, 0, 1:0, 3:1, TECH_ARCHERY
15, 6, 40, 65, 0, 0:0, 0:1, TECH_ARCHERY
15, 7, 40, 55, 0, 0:0, 0:1, NO_TECH
15, 8, 60, 0, 20, 0:0, 0:1, NO_TECH
15, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
15, 10, 40, 0, 20, 0:0, 0:1, NO_TECH
15, 11, 20, 10, 0, 0:0, 0:1, NO_TECH
15, 12, 60, 25, 30, 0:0, 0:1, TECH_ARCHERY
15, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
15, 14, 40, 10, 10, 0:0, 0:1, NO_TECH
16, 0, 56, 0, 0, 2:0, 2:1, NO_TECH
16, 1, 115, 25, 20, 2:0, 3:1, TECH_HORSEBACK_RIDING
16, 2, 15, 0, 0, 2:0, 2:1, TECH_ARCHERY
16, 3, 35, 0, 40, 3:0, 1:1, NO_TECH
16, 4, 30, 0, 0, 1:0, 3:1, NO_TECH
16, 5, 45, 60, 0, 1:0, 2:1, TECH_ARCHERY
16, 6, 40, 40, 0, 0:0, 0:1, TECH_ARCHERY
16, 7, 40, 30, 10, 0:0, 0:1, NO_TECH
16, 8, 60, 0, 20, 0:0, 0:1, NO_TECH
16, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
16, 10, 40, 0, 20, 0:0, 0:1, NO_TECH
16, 11, 20, 10, 0, 0:0, 0:1, NO_TECH
16, 12, 60, 45, 20, 0:0, 0:1, TECH_ARCHERY
16, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
16, 14, 40, 10, 10, 0:0, 0:1, NO_TECH
17, 0, 84, 10, 0, 3:0, 1:1, NO_TECH
17, 1, 100, 45, 40, 1:0, 3:1, TECH_HORSEBACK_RIDING
17, 2, 15, 0, 0, 2:0, 2:1, TECH_ARCHERY
17, 3, 35, 0, 0, 3:0, 1:1, NO_TECH
17, 4, 45, 25, 0, 1:0, 3:1, NO_TECH
17, 5, 35, 50, 0, 1:0, 2:1, TECH_ARCHERY
17, 6, 60, 30, 0, 0:0, 0:1, TECH_ARCHERY
17, 7, 40, 10, 10, 0:0, 0:1, NO_TECH
17, 8, 60, 0, 20, 0:0, 0:1, NO_TECH
17, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
17, 10, 40, 0, 20, 0:0, 0:1, NO_TECH
17, 11, 20, 10, 0, 0:0, 0:1, NO_TECH
17, 12, 60, 45, 20, 0:0, 0:1, TECH_ARCHERY
17, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
17, 14, 40, 10, 10, 0:0, 0:1, NO_TECH
18, 0, 84, 10, 0, 3:0, 1:1, NO_TECH
18, 1, 90, 45, 40, 1:0, 3:1, TECH_HORSEBACK_RIDING
18, 2, 15, 0, 0, 2:0, 2:1, TECH_ARCHERY
