Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
1, CIVILIZATION_AZTEC, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 5, 4, 7, 10, 0, 0, 0, 0
1, CIVILIZATION_SCYTHIA, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_AMERICA, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_GERMANY, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_FRANCE, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_RUSSIA, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_HATTUSA, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_JERUSALEM, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_CARTHAGE, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_PRESLAV, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_LISBON, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_KABUL, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_YEREVAN, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_KANDY, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, CIVILIZATION_SEOUL, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_AZTEC, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 5, 4, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_SCYTHIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 15, 0, 3, 1, 10, 0, 5, 4, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_AMERICA, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_GERMANY, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 11, 0, 3, 1, 6, 0, 5, 4, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_FRANCE, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 11, 0, 3, 1, 6, 0, 7, 3, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_RUSSIA, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, CIVILIZATION_HATTUSA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_JERUSALEM, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 3, 4, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_CARTHAGE, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 2, 2, 5, 0, 2, 3, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_PRESLAV, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_LISBON, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_KABUL, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_YEREVAN, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 2, 3, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_KANDY, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 1, 5, 7, 10, 0, 0, 0, 0
2, CIVILIZATION_SEOUL, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 10, 0, 2, 1, 5, 0, 3, 3, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_AZTEC, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 5, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_SCYTHIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 25, 0, 3, 1, 10, 0, 5, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_AMERICA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 11, 0, 3, 1, 6, 0, 3, 6, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_GERMANY, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 17, 0, 3, 1, 6, 0, 5, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_FRANCE, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 17, 0, 3, 1, 6, 0, 7, 3, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_RUSSIA, 1, 1, 0, 0, 1, 0, 0, 0, 12, 0, 11, 1, 3, 1, 6, 1, 8, 3, 12, 10, 0, 0, 0, 0
3, CIVILIZATION_HATTUSA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_JERUSALEM, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 3, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_CARTHAGE, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 2, 5, 0, 2, 3, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_PRESLAV, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_LISBON, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_KABUL, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_YEREVAN, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 2, 3, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_KANDY, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 1, 5, 7, 10, 0, 0, 0, 0
3, CIVILIZATION_SEOUL, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 15, 0, 2, 1, 5, 0, 3, 3, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_AZTEC, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 26, 0, 2, 1, 5, 0, 5, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_SCYTHIA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 35, 0, 3, 1, 10, 0, 5, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_AMERICA, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 17, 0, 3, 1, 6, 0, 3, 6, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_GERMANY, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 23, 0, 3, 1, 6, 0, 5, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_FRANCE, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 23, 0, 3, 1, 6, 0, 7, 3, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_RUSSIA, 1, 1, 0, 0, 1, 0, 0, 0, 12, 0, 17, 2, 3, 1, 6, 1, 8, 3, 12, 10, 0, 0, 0, 0
4, CIVILIZATION_HATTUSA, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_JERUSALEM, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 3, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_CARTHAGE, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 2, 5, 0, 2, 3, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_PRESLAV, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_LISBON, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_KABUL, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 4, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_YEREVAN, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 2, 3, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_KANDY, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 1, 5, 7, 10, 0, 0, 0, 0
4, CIVILIZATION_SEOUL, 1, 1, 0, 0, 2, 0, 0, 0, 7, 0, 20, 0, 2, 1, 5, 0, 3, 3, 7, 10, 0, 0, 0, 0
5, CIVILIZATION_AZTEC, 1, 2, 0, 0, 1, 0, 0, 0, 8, 0, 32, 0, 3, 1, 6, 0, 7, 5, 8, 10, 0, 1, 0, 0
5, CIVILIZATION_SCYTHIA, 1, 1, 1, 0, 2, 0, 0, 0, 7, 0, 45, 0, 3, 1, 10, 0, 5, 4, 7, 10, 0, 0, 0, 0
5, CIVILIZATION_AMERICA, 1, 2, 0, 0, 1, 0, 0, 0, 7, 0, 23, 4, 3, 1, 6, 4, 5, 8, 7, 10, 0, 1, 0, 0
