Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
1, 0, LOC_CITY_NAME_NIDAROS, -3.06, 0.83, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_MBANZA_KONGO, -3.06, -1.50, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_MBANZA_KONGO, , , UNIT_SCOUT, Default Specialization, , , Value 16.9
1, 2, LOC_CITY_NAME_LONDON, 1.98, -3.51, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 2, LOC_CITY_NAME_LONDON, , , UNIT_SCOUT, Default Specialization, , , Value 16.9
1, 3, LOC_CITY_NAME_CAIRO, -1.30, -1.17, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 3, LOC_CITY_NAME_CAIRO, , , UNIT_SCOUT, Default Specialization, , , Value 10.8
1, 4, LOC_CITY_NAME_RIO_DE_JANEIRO, 5.51, -0.83, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 4, LOC_CITY_NAME_RIO_DE_JANEIRO, , , BUILDING_MONUMENT, Default Specialization, , , Value 22.0
1, 5, LOC_CITY_NAME_ATHENS, 6.52, -0.83, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 5, LOC_CITY_NAME_ATHENS, , , BUILDING_MONUMENT, Default Specialization, , , Value 25.3
1, 6, LOC_CITY_NAME_ST_PETERSBURG, -2.05, -1.00, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 6, LOC_CITY_NAME_ST_PETERSBURG, , , UNIT_SCOUT, Default Specialization, , , Value 21.3
1, 7, LOC_CITY_NAME_XIAN, -4.32, 1.34, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 7, LOC_CITY_NAME_XIAN, , , UNIT_SCOUT, Default Specialization, , , Value 21.3
1, 8, LOC_CITY_NAME_RA_KEDET, 1.73, -2.34, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 8, LOC_CITY_NAME_RA_KEDET, , , UNIT_SCOUT, Default Specialization, , , Value 19.9
1, 10, LOC_CITY_NAME_PARIS, 4.00, -2.84, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 10, LOC_CITY_NAME_PARIS, , , UNIT_SCOUT, Default Specialization, , , Value 13.5
1, 12, LOC_CITY_NAME_NAN_MADOL, 2.48, -4.34, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 12, LOC_CITY_NAME_NAN_MADOL, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 13, LOC_CITY_NAME_AMSTERDAM, -2.81, 0.83, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 13, LOC_CITY_NAME_AMSTERDAM, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 14, LOC_CITY_NAME_MOHENJO_DARO, 5.26, -5.18, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 14, LOC_CITY_NAME_MOHENJO_DARO, , , UNIT_SLINGER, Default Specialization, , , Value 4.5
1, 15, LOC_CITY_NAME_HATTUSA, -0.29, -3.34, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 15, LOC_CITY_NAME_HATTUSA, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 16, LOC_CITY_NAME_JERUSALEM, -1.80, 0.50, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 16, LOC_CITY_NAME_JERUSALEM, , , BUILDING_MONUMENT, Default Specialization, , , Value 18.4
1, 17, LOC_CITY_NAME_YEREVAN, -1.05, -1.34, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 17, LOC_CITY_NAME_YEREVAN, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 18, LOC_CITY_NAME_CARTHAGE, -2.56, -2.84, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 18, LOC_CITY_NAME_CARTHAGE, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 19, LOC_CITY_NAME_SEOUL, -4.58, 1.34, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 19, LOC_CITY_NAME_SEOUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 18.4
1, 20, LOC_CITY_NAME_TORONTO, 5.00, -3.84, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 20, LOC_CITY_NAME_TORONTO, , , UNIT_SLINGER, Default Specialization, , , Value 4.5
1, 21, LOC_CITY_NAME_HONG_KONG, -0.79, -2.34, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 21, LOC_CITY_NAME_HONG_KONG, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 22, LOC_CITY_NAME_VALLETTA, -5.59, -1.84, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 22, LOC_CITY_NAME_VALLETTA, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 23, LOC_CITY_NAME_LA_VENTA, 1.98, -3.17, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 23, LOC_CITY_NAME_LA_VENTA, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 24, LOC_CITY_NAME_VILNIUS, -0.04, -1.84, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 24, LOC_CITY_NAME_VILNIUS, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 25, LOC_CITY_NAME_PRESLAV, -1.55, -0.33, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 25, LOC_CITY_NAME_PRESLAV, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 26, LOC_CITY_NAME_BRUSSELS, -0.04, -4.84, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 26, LOC_CITY_NAME_BRUSSELS, , , UNIT_SLINGER, Default Specialization, , , Value 4.5
1, 27, LOC_CITY_NAME_BUENOS_AIRES, -2.81, 1.34, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 27, LOC_CITY_NAME_BUENOS_AIRES, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 28, LOC_CITY_NAME_KANDY, -3.32, -1.00, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 28, LOC_CITY_NAME_KANDY, , , BUILDING_MONUMENT, Default Specialization, , , Value 18.4
1, 29, LOC_CITY_NAME_LISBON, 1.47, -2.50, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 29, LOC_CITY_NAME_LISBON, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
2, 1, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 12, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 16.0, Build Trigger Unit
2, 1, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 13, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 21.0, Build City Building
2, 1, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 16, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 2, LOC_CITY_NAME_LONDON, , CONTRACT 19, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 21.0, Build City Building
2, 2, LOC_CITY_NAME_LONDON, , CONTRACT 21, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 3, LOC_CITY_NAME_CAIRO, , CONTRACT 23, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 25.0, Build Trigger Unit
2, 3, LOC_CITY_NAME_CAIRO, , CONTRACT 24, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 20.0, Build City Building
2, 3, LOC_CITY_NAME_CAIRO, , CONTRACT 27, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 4, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 29, SUBMITTED, UNIT_SCOUT, NO_BUILDING, NO_DISTRICT, VALUE 10.0, Build Trigger Unit
2, 4, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 30, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 26.0, Build Trigger Unit
2, 4, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 34, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 64.0, Build City Improvement
2, 4, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 36, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 5, LOC_CITY_NAME_ATHENS, , CONTRACT 37, SUBMITTED, UNIT_SCOUT, NO_BUILDING, NO_DISTRICT, VALUE 21.0, Build Trigger Unit
2, 5, LOC_CITY_NAME_ATHENS, , CONTRACT 38, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 37.0, Build Trigger Unit
2, 5, LOC_CITY_NAME_ATHENS, , CONTRACT 41, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 5, LOC_CITY_NAME_ATHENS, , CONTRACT 43, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 6, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 45, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 25.0, Build City Building
2, 6, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 49, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 7, LOC_CITY_NAME_XIAN, , CONTRACT 52, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 25.0, Build City Building
2, 7, LOC_CITY_NAME_XIAN, , CONTRACT 55, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 74.0, Build City Improvement
2, 7, LOC_CITY_NAME_XIAN, , CONTRACT 56, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 8, LOC_CITY_NAME_RA_KEDET, , CONTRACT 58, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 82.0, Build City Improvement
2, 8, LOC_CITY_NAME_RA_KEDET, , CONTRACT 59, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 26.0, Build Trigger Unit
2, 8, LOC_CITY_NAME_RA_KEDET, , CONTRACT 60, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 23.0, Build City Building
2, 8, LOC_CITY_NAME_RA_KEDET, , CONTRACT 63, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 21.0, Build Trigger Unit
2, 10, LOC_CITY_NAME_PARIS, , CONTRACT 65, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 82.0, Build City Improvement
2, 10, LOC_CITY_NAME_PARIS, , CONTRACT 66, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 15.0, Build Trigger Unit
2, 10, LOC_CITY_NAME_PARIS, , CONTRACT 67, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 20.0, Build City Building
2, 10, LOC_CITY_NAME_PARIS, , CONTRACT 71, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 12, LOC_CITY_NAME_NAN_MADOL, , CONTRACT 74, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 13, LOC_CITY_NAME_AMSTERDAM, , CONTRACT 77, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 14, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 78, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build City Building
2, 14, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 80, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 15, LOC_CITY_NAME_HATTUSA, , CONTRACT 84, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 16, LOC_CITY_NAME_JERUSALEM, , CONTRACT 87, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 17, LOC_CITY_NAME_YEREVAN, , CONTRACT 91, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 64.0, Build City Improvement
2, 18, LOC_CITY_NAME_CARTHAGE, , CONTRACT 95, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 20, LOC_CITY_NAME_TORONTO, , CONTRACT 99, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build City Building
2, 20, LOC_CITY_NAME_TORONTO, , CONTRACT 101, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 21, LOC_CITY_NAME_HONG_KONG, , CONTRACT 103, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 22, LOC_CITY_NAME_VALLETTA, , CONTRACT 108, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 64.0, Build City Improvement
2, 23, LOC_CITY_NAME_LA_VENTA, , CONTRACT 111, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 24, LOC_CITY_NAME_VILNIUS, , CONTRACT 115, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 25, LOC_CITY_NAME_PRESLAV, , CONTRACT 119, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 26, LOC_CITY_NAME_BRUSSELS, , CONTRACT 120, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build City Building
2, 26, LOC_CITY_NAME_BRUSSELS, , CONTRACT 121, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 27, LOC_CITY_NAME_BUENOS_AIRES, , CONTRACT 123, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 28, LOC_CITY_NAME_KANDY, , CONTRACT 126, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
3, 2, LOC_CITY_NAME_LONDON, , CONTRACT 132, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 75.0, Build City Improvement
3, 3, LOC_CITY_NAME_CAIRO, , CONTRACT 133, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 83.0, Build City Improvement
3, 6, LOC_CITY_NAME_ST_PETERSBURG, , , BUILDING_MONUMENT, Build City Building, CONTRACT 45
3, 7, LOC_CITY_NAME_XIAN, , , UNIT_BUILDER, Build City Improvement, CONTRACT 55
3, 8, LOC_CITY_NAME_RA_KEDET, , CONTRACT 136, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 76.0, Build City Improvement
3, 9, LOC_CITY_NAME_POKROVKA, -2.81, 0.83, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
3, 9, LOC_CITY_NAME_POKROVKA, , , UNIT_SCOUT, Default Specialization, , , Value 39.8
3, 10, LOC_CITY_NAME_PARIS, , CONTRACT 137, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 83.0, Build City Improvement
3, 11, LOC_CITY_NAME_DELHI, -1.30, -2.34, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
3, 11, LOC_CITY_NAME_DELHI, , , UNIT_SCOUT, Default Specialization, , , Value 39.8
4, 1, LOC_CITY_NAME_MBANZA_KONGO, , , BUILDING_MONUMENT, Build City Building, CONTRACT 13
4, 2, LOC_CITY_NAME_LONDON, , , UNIT_BUILDER, Build City Improvement, CONTRACT 132
