Game Turn, City, Production Added, Current Item, Current Production, Production Needed, Overflow
1, LOC_CITY_NAME_DELHI, 5.3, UNIT_BUILDER, 5.3, 25, 0.0
2, LOC_CITY_NAME_DELHI, 5.3, UNIT_BUILDER, 10.5, 25, 0.0
2, LOC_CITY_NAME_AACHEN, 3.8, UNIT_SCOUT, 3.8, 15, 0.0
2, LOC_CITY_NAME_RA_KEDET, 6.3, UNIT_SCOUT, 6.3, 15, 0.0
2, LOC_CITY_NAME_XIAN, 3.8, UNIT_SCOUT, 3.8, 15, 0.0
2, LOC_CITY_NAME_ST_PETERSBURG, 7.5, UNIT_SCOUT, 7.5, 15, 0.0
2, LOC_CITY_NAME_ROME, 7.5, UNIT_SCOUT, 7.5, 15, 0.0
2, LOC_CITY_NAME_KYOTO, 5.0, UNIT_SCOUT, 5.0, 15, 0.0
2, LOC_CITY_NAME_WASHINGTON, 5.0, UNIT_SCOUT, 5.0, 15, 0.0
2, LOC_CITY_NAME_URUK, 7.5, UNIT_SCOUT, 7.5, 15, 0.0
2, LOC_CITY_NAME_CAIRO, 7.5, UNIT_SCOUT, 7.5, 15, 0.0
2, LOC_CITY_NAME_LONDON, 7.5, UNIT_SCOUT, 7.5, 15, 0.0
2, LOC_CITY_NAME_VILNIUS, 3.3, BUILDING_MONUMENT, 3.3, 30, 0.0
2, LOC_CITY_NAME_LA_VENTA, 5.0, UNIT_SLINGER, 5.0, 17, 0.0
2, LOC_CITY_NAME_PRESLAV, 2.8, BUILDING_MONUMENT, 2.8, 30, 0.0
2, LOC_CITY_NAME_HONG_KONG, 3.9, BUILDING_MONUMENT, 3.9, 30, 0.0
2, LOC_CITY_NAME_STOCKHOLM, 3.3, BUILDING_MONUMENT, 3.3, 30, 0.0
2, LOC_CITY_NAME_TORONTO, 3.3, BUILDING_MONUMENT, 3.3, 30, 0.0
2, LOC_CITY_NAME_AMSTERDAM, 3.9, BUILDING_MONUMENT, 3.9, 30, 0.0
2, LOC_CITY_NAME_JERUSALEM, 5.0, UNIT_SLINGER, 5.0, 17, 0.0
2, LOC_CITY_NAME_NAN_MADOL, 3.3, BUILDING_MONUMENT, 3.3, 30, 0.0
2, LOC_CITY_NAME_BANDAR_BRUNEI, 2.2, BUILDING_MONUMENT, 2.2, 30, 0.0
2, LOC_CITY_NAME_KANDY, 3.3, BUILDING_MONUMENT, 3.3, 30, 0.0
2, LOC_CITY_NAME_ZANZIBAR, 2.8, BUILDING_MONUMENT, 2.8, 30, 0.0
2, LOC_CITY_NAME_MOHENJO_DARO, 2.8, BUILDING_MONUMENT, 2.8, 30, 0.0
2, LOC_CITY_NAME_YEREVAN, 2.8, BUILDING_MONUMENT, 2.8, 30, 0.0
2, LOC_CITY_NAME_GENEVA, 3.3, BUILDING_MONUMENT, 3.3, 30, 0.0
2, LOC_CITY_NAME_BUENOS_AIRES, 5.0, UNIT_SLINGER, 5.0, 17, 0.0
2, LOC_CITY_NAME_VALLETTA, 3.3, BUILDING_MONUMENT, 3.3, 30, 0.0
2, LOC_CITY_NAME_KABUL, 3.9, BUILDING_MONUMENT, 3.9, 30, 0.0
3, LOC_CITY_NAME_DELHI, 5.3, UNIT_BUILDER, 15.8, 25, 0.0
3, LOC_CITY_NAME_AACHEN, 3.8, UNIT_SCOUT, 7.5, 15, 0.0
3, LOC_CITY_NAME_RA_KEDET, 6.3, UNIT_SCOUT, 12.5, 15, 0.0
3, LOC_CITY_NAME_XIAN, 3.8, UNIT_SCOUT, 7.5, 15, 0.0
3, LOC_CITY_NAME_ST_PETERSBURG, 7.5, UNIT_SCOUT, 15.0, 15, 0.0
3, LOC_CITY_NAME_ROME, 7.5, UNIT_SCOUT, 15.0, 15, 0.0
3, LOC_CITY_NAME_KYOTO, 5.0, UNIT_SCOUT, 10.0, 15, 0.0
3, LOC_CITY_NAME_WASHINGTON, 5.0, UNIT_SCOUT, 10.0, 15, 0.0
3, LOC_CITY_NAME_URUK, 7.5, UNIT_SCOUT, 15.0, 15, 0.0
3, LOC_CITY_NAME_CAIRO, 7.5, UNIT_SCOUT, 15.0, 15, 0.0
3, LOC_CITY_NAME_LONDON, 7.5, UNIT_SCOUT, 15.0, 15, 0.0
3, LOC_CITY_NAME_VILNIUS, 3.3, BUILDING_MONUMENT, 6.6, 30, 0.0
3, LOC_CITY_NAME_LA_VENTA, 5.0, UNIT_SLINGER, 9.9, 17, 0.0
3, LOC_CITY_NAME_PRESLAV, 2.8, BUILDING_MONUMENT, 5.5, 30, 0.0
3, LOC_CITY_NAME_HONG_KONG, 3.9, BUILDING_MONUMENT, 7.7, 30, 0.0
3, LOC_CITY_NAME_STOCKHOLM, 3.3, BUILDING_MONUMENT, 6.6, 30, 0.0
3, LOC_CITY_NAME_TORONTO, 3.3, BUILDING_MONUMENT, 6.6, 30, 0.0
3, LOC_CITY_NAME_AMSTERDAM, 3.9, BUILDING_MONUMENT, 7.7, 30, 0.0
3, LOC_CITY_NAME_JERUSALEM, 5.0, UNIT_SLINGER, 9.9, 17, 0.0
3, LOC_CITY_NAME_NAN_MADOL, 3.3, BUILDING_MONUMENT, 6.6, 30, 0.0
3, LOC_CITY_NAME_BANDAR_BRUNEI, 2.2, BUILDING_MONUMENT, 4.4, 30, 0.0
3, LOC_CITY_NAME_KANDY, 3.3, BUILDING_MONUMENT, 6.6, 30, 0.0
3, LOC_CITY_NAME_ZANZIBAR, 2.8, BUILDING_MONUMENT, 5.5, 30, 0.0
3, LOC_CITY_NAME_MOHENJO_DARO, 2.8, BUILDING_MONUMENT, 5.5, 30, 0.0
3, LOC_CITY_NAME_YEREVAN, 2.8, BUILDING_MONUMENT, 5.5, 30, 0.0
3, LOC_CITY_NAME_GENEVA, 3.3, BUILDING_MONUMENT, 6.6, 30, 0.0
3, LOC_CITY_NAME_BUENOS_AIRES, 5.0, UNIT_SLINGER, 9.9, 17, 0.0
3, LOC_CITY_NAME_VALLETTA, 3.3, BUILDING_MONUMENT, 6.6, 30, 0.0
