Game Turn, Player, Strategy, Status
1, 0, STRATEGY_EARLY_EXPLORATION, Following
1, 0, STRATEGY_RAPID_EXPANSION, Following
1, 1, STRATEGY_EARLY_EXPLORATION, Following
1, 1, STRATEGY_RAPID_EXPANSION, Following
1, 2, STRATEGY_EARLY_EXPLORATION, Following
1, 2, STRATEGY_RAPID_EXPANSION, Following
1, 3, STRATEGY_EARLY_EXPLORATION, Following
1, 3, STRATEGY_RAPID_EXPANSION, Following
1, 4, STRATEGY_EARLY_EXPLORATION, Following
1, 4, STRATEGY_RAPID_EXPANSION, Following
1, 5, STRATEGY_EARLY_EXPLORATION, Following
1, 5, STRATEGY_RAPID_EXPANSION, Following
1, 6, STRATEGY_EARLY_EXPLORATION, Following
1, 6, STRATEGY_RAPID_EXPANSION, Following
1, 7, STRATEGY_EARLY_EXPLORATION, Following
1, 7, STRATEGY_RAPID_EXPANSION, Following
1, 8, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 8, STRATEGY_EARLY_EXPLORATION, Following
1, 8, STRATEGY_RAPID_EXPANSION, Following
1, 9, STRATEGY_EARLY_EXPLORATION, Following
1, 9, STRATEGY_RAPID_EXPANSION, Following
1, 10, STRATEGY_EARLY_EXPLORATION, Following
1, 10, STRATEGY_RAPID_EXPANSION, Following
1, 11, STRATEGY_EARLY_EXPLORATION, Following
1, 11, STRATEGY_RAPID_EXPANSION, Following
1, 12, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 12, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 12, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 12, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 12, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 12, STRATEGY_RAPID_EXPANSION, Forbidden
1, 12, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 12, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 12, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 12, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 12, STRATEGY_MODERN_CHANGES, Forbidden
1, 13, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 13, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 13, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 13, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 13, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 13, STRATEGY_RAPID_EXPANSION, Forbidden
1, 13, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 13, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 13, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 13, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 13, STRATEGY_MODERN_CHANGES, Forbidden
1, 14, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 14, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 14, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 14, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 14, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 14, STRATEGY_RAPID_EXPANSION, Forbidden
1, 14, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 14, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 14, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 14, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 14, STRATEGY_MODERN_CHANGES, Forbidden
1, 15, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 15, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 15, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 15, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 15, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 15, STRATEGY_RAPID_EXPANSION, Forbidden
1, 15, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 15, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 15, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 15, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 15, STRATEGY_MODERN_CHANGES, Forbidden
1, 16, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 16, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 16, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 16, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 16, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 16, STRATEGY_RAPID_EXPANSION, Forbidden
1, 16, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 16, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 16, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 16, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 16, STRATEGY_MODERN_CHANGES, Forbidden
1, 17, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 17, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 17, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 17, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 17, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 17, STRATEGY_RAPID_EXPANSION, Forbidden
1, 17, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 17, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 17, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 17, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 17, STRATEGY_MODERN_CHANGES, Forbidden
1, 18, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 18, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 18, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 18, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 18, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 18, STRATEGY_RAPID_EXPANSION, Forbidden
1, 18, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 18, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 18, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 18, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 18, STRATEGY_MODERN_CHANGES, Forbidden
1, 19, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 19, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 19, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 19, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 19, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 19, STRATEGY_RAPID_EXPANSION, Forbidden
1, 19, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 19, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 19, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 19, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 19, STRATEGY_MODERN_CHANGES, Forbidden
1, 20, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 20, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 20, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 20, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 20, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 20, STRATEGY_RAPID_EXPANSION, Forbidden
1, 20, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 20, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 20, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 20, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 20, STRATEGY_MODERN_CHANGES, Forbidden
1, 21, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 21, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 21, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 21, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 21, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 21, STRATEGY_RAPID_EXPANSION, Forbidden
1, 21, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 21, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 21, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 21, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 21, STRATEGY_MODERN_CHANGES, Forbidden
1, 22, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 22, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 22, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 22, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 22, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 22, STRATEGY_RAPID_EXPANSION, Forbidden
1, 22, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 22, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 22, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 22, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 22, STRATEGY_MODERN_CHANGES, Forbidden
1, 23, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 23, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 23, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 23, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 23, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 23, STRATEGY_RAPID_EXPANSION, Forbidden
1, 23, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 23, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 23, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 23, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 23, STRATEGY_MODERN_CHANGES, Forbidden
1, 24, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 24, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 24, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 24, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 24, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 24, STRATEGY_RAPID_EXPANSION, Forbidden
1, 24, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 24, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 24, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 24, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 24, STRATEGY_MODERN_CHANGES, Forbidden
1, 25, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 25, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 25, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 25, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 25, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 25, STRATEGY_RAPID_EXPANSION, Forbidden
1, 25, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 25, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 25, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 25, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 25, STRATEGY_MODERN_CHANGES, Forbidden
1, 26, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 26, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 26, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 26, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 26, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 26, STRATEGY_RAPID_EXPANSION, Forbidden
1, 26, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 26, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 26, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 26, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 26, STRATEGY_MODERN_CHANGES, Forbidden
1, 27, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 27, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 27, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 27, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 27, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 27, STRATEGY_RAPID_EXPANSION, Forbidden
1, 27, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 27, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 27, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 27, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 27, STRATEGY_MODERN_CHANGES, Forbidden
1, 28, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 28, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 28, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 28, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 28, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 28, STRATEGY_RAPID_EXPANSION, Forbidden
1, 28, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 28, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 28, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 28, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 28, STRATEGY_MODERN_CHANGES, Forbidden
1, 29, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 29, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 29, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 29, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 29, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 29, STRATEGY_RAPID_EXPANSION, Forbidden
1, 29, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 29, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 29, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 29, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 29, STRATEGY_MODERN_CHANGES, Forbidden
1, 63, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 63, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 63, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 63, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 63, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 63, STRATEGY_RAPID_EXPANSION, Forbidden
1, 63, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 63, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 63, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 63, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 63, STRATEGY_MODERN_CHANGES, Forbidden
2, 4, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
2, 9, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
4, 7, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
4, 7, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
5, 1, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
5, 4, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
6, 1, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
6, 6, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
6, 8, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
6, 11, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
7, 6, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
8, 2, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
8, 10, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
9, 0, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
9, 10, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
12, 2, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
22, 0, STRATEGY_EARLY_EXPLORATION, Stopped
22, 9, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
23, 0, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
23, 1, STRATEGY_CLASSICAL_CHANGES, Following
23, 5, STRATEGY_EARLY_EXPLORATION, Stopped
23, 6, STRATEGY_CLASSICAL_CHANGES, Following
23, 7, STRATEGY_CLASSICAL_CHANGES, Following
24, 5, STRATEGY_CLASSICAL_CHANGES, Following
24, 7, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
24, 10, STRATEGY_EARLY_EXPLORATION, Stopped
25, 2, STRATEGY_EARLY_EXPLORATION, Stopped
25, 4, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
25, 9, STRATEGY_EARLY_EXPLORATION, Stopped
25, 11, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
26, 1, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
26, 1, STRATEGY_EARLY_EXPLORATION, Stopped
26, 2, STRATEGY_CLASSICAL_CHANGES, Following
26, 8, STRATEGY_EARLY_EXPLORATION, Stopped
26, 11, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
26, 11, STRATEGY_EARLY_EXPLORATION, Stopped
27, 0, STRATEGY_RAPID_EXPANSION, Stopped
27, 5, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
27, 6, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
28, 3, STRATEGY_CLASSICAL_CHANGES, Following
28, 6, STRATEGY_EARLY_EXPLORATION, Stopped
29, 0, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
29, 8, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
29, 10, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
30, 10, STRATEGY_CLASSICAL_CHANGES, Following
30, 11, STRATEGY_CLASSICAL_CHANGES, Following
31, 4, STRATEGY_EARLY_EXPLORATION, Stopped
32, 4, STRATEGY_RAPID_EXPANSION, Stopped
32, 9, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
33, 8, STRATEGY_RAPID_EXPANSION, Stopped
34, 3, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
34, 7, STRATEGY_RAPID_EXPANSION, Stopped
34, 9, STRATEGY_CLASSICAL_CHANGES, Following
34, 11, STRATEGY_RAPID_EXPANSION, Stopped
35, 7, STRATEGY_EARLY_EXPLORATION, Stopped
36, 0, STRATEGY_CLASSICAL_CHANGES, Following
38, 4, STRATEGY_CLASSICAL_CHANGES, Following
41, 2, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
41, 8, STRATEGY_CLASSICAL_CHANGES, Following
42, 9, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
43, 3, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
44, 5, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
44, 6, STRATEGY_RAPID_EXPANSION, Stopped
44, 9, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
45, 0, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
45, 3, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
46, 1, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
46, 5, STRATEGY_RAPID_EXPANSION, Stopped
46, 9, STRATEGY_RAPID_EXPANSION, Stopped
47, 0, STRATEGY_RAPID_EXPANSION, Following
47, 2, STRATEGY_RAPID_EXPANSION, Stopped
47, 3, STRATEGY_EARLY_EXPLORATION, Stopped
47, 3, STRATEGY_MEDIEVAL_CHANGES, Following
49, 5, STRATEGY_MEDIEVAL_CHANGES, Following
50, 10, STRATEGY_MEDIEVAL_CHANGES, Following
51, 9, STRATEGY_MEDIEVAL_CHANGES, Following
52, 4, STRATEGY_RAPID_EXPANSION, Following
52, 7, STRATEGY_MEDIEVAL_CHANGES, Following
54, 7, STRATEGY_RAPID_EXPANSION, Following
54, 8, STRATEGY_RAPID_EXPANSION, Following
54, 11, STRATEGY_RAPID_EXPANSION, Following
56, 5, VICTORY_STRATEGY_CULTURAL_VICTORY, Following
57, 2, STRATEGY_MEDIEVAL_CHANGES, Following
60, 1, STRATEGY_MEDIEVAL_CHANGES, Following
60, 3, VICTORY_STRATEGY_SCIENCE_VICTORY, Stopped
