Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
1, 0, LOC_CITY_NAME_DELHI, -2.30, 0.33, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_AACHEN, 4.00, -2.84, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_AACHEN, , , UNIT_SCOUT, Default Specialization, , , Value 10.8
1, 2, LOC_CITY_NAME_RA_KEDET, 1.73, -2.34, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 2, LOC_CITY_NAME_RA_KEDET, , , UNIT_SCOUT, Default Specialization, , , Value 19.9
1, 3, LOC_CITY_NAME_XIAN, -1.30, -1.17, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 3, LOC_CITY_NAME_XIAN, , , UNIT_SCOUT, Default Specialization, , , Value 10.8
1, 4, LOC_CITY_NAME_ST_PETERSBURG, -2.05, -1.00, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 4, LOC_CITY_NAME_ST_PETERSBURG, , , UNIT_SCOUT, Default Specialization, , , Value 21.3
1, 5, LOC_CITY_NAME_ROME, -4.32, 1.34, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 5, LOC_CITY_NAME_ROME, , , UNIT_SCOUT, Default Specialization, , , Value 21.3
1, 6, LOC_CITY_NAME_KYOTO, 1.98, -3.51, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 6, LOC_CITY_NAME_KYOTO, , , UNIT_SCOUT, Default Specialization, , , Value 21.2
1, 8, LOC_CITY_NAME_WASHINGTON, -3.06, -1.50, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 8, LOC_CITY_NAME_WASHINGTON, , , UNIT_SCOUT, Default Specialization, , , Value 16.9
1, 9, LOC_CITY_NAME_URUK, 5.51, -0.83, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 9, LOC_CITY_NAME_URUK, , , UNIT_SCOUT, Default Specialization, , , Value 21.3
1, 10, LOC_CITY_NAME_CAIRO, 6.52, -0.83, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 10, LOC_CITY_NAME_CAIRO, , , UNIT_SCOUT, Default Specialization, , , Value 21.3
1, 11, LOC_CITY_NAME_LONDON, -3.06, 0.83, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 11, LOC_CITY_NAME_LONDON, , , UNIT_SCOUT, Default Specialization, , , Value 21.3
1, 12, LOC_CITY_NAME_VILNIUS, -2.81, 0.83, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 12, LOC_CITY_NAME_VILNIUS, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 13, LOC_CITY_NAME_LA_VENTA, 5.26, -5.18, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 13, LOC_CITY_NAME_LA_VENTA, , , UNIT_SLINGER, Default Specialization, , , Value 4.5
1, 14, LOC_CITY_NAME_PRESLAV, -0.29, -3.34, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 14, LOC_CITY_NAME_PRESLAV, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 15, LOC_CITY_NAME_HONG_KONG, -1.80, 0.50, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 15, LOC_CITY_NAME_HONG_KONG, , , BUILDING_MONUMENT, Default Specialization, , , Value 18.4
1, 16, LOC_CITY_NAME_STOCKHOLM, -1.05, -1.34, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 16, LOC_CITY_NAME_STOCKHOLM, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 17, LOC_CITY_NAME_TORONTO, -2.56, -2.84, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 17, LOC_CITY_NAME_TORONTO, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 18, LOC_CITY_NAME_AMSTERDAM, -4.58, 1.34, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 18, LOC_CITY_NAME_AMSTERDAM, , , BUILDING_MONUMENT, Default Specialization, , , Value 18.4
1, 19, LOC_CITY_NAME_JERUSALEM, 5.00, -3.84, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 19, LOC_CITY_NAME_JERUSALEM, , , UNIT_SLINGER, Default Specialization, , , Value 4.5
1, 20, LOC_CITY_NAME_NAN_MADOL, 2.48, -4.34, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 20, LOC_CITY_NAME_NAN_MADOL, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 21, LOC_CITY_NAME_BANDAR_BRUNEI, 1.47, -2.50, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 21, LOC_CITY_NAME_BANDAR_BRUNEI, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
1, 22, LOC_CITY_NAME_KANDY, -0.79, -2.34, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 22, LOC_CITY_NAME_KANDY, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 23, LOC_CITY_NAME_ZANZIBAR, -5.59, -1.84, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 23, LOC_CITY_NAME_ZANZIBAR, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 24, LOC_CITY_NAME_MOHENJO_DARO, 1.98, -3.17, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 24, LOC_CITY_NAME_MOHENJO_DARO, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 25, LOC_CITY_NAME_YEREVAN, -0.04, -1.84, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 25, LOC_CITY_NAME_YEREVAN, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 26, LOC_CITY_NAME_GENEVA, -1.55, -0.33, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 26, LOC_CITY_NAME_GENEVA, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 27, LOC_CITY_NAME_BUENOS_AIRES, -0.04, -4.84, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 27, LOC_CITY_NAME_BUENOS_AIRES, , , UNIT_SLINGER, Default Specialization, , , Value 4.5
1, 28, LOC_CITY_NAME_VALLETTA, -2.81, 1.34, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 28, LOC_CITY_NAME_VALLETTA, , , BUILDING_MONUMENT, Default Specialization, , , Value 16.9
1, 29, LOC_CITY_NAME_KABUL, -3.32, -1.00, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 29, LOC_CITY_NAME_KABUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 18.4
2, 1, LOC_CITY_NAME_AACHEN, , CONTRACT 13, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 82.0, Build City Improvement
2, 1, LOC_CITY_NAME_AACHEN, , CONTRACT 14, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 25.0, Build Trigger Unit
2, 1, LOC_CITY_NAME_AACHEN, , CONTRACT 15, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 20.0, Build City Building
2, 1, LOC_CITY_NAME_AACHEN, , CONTRACT 19, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 21.0, Build Trigger Unit
2, 2, LOC_CITY_NAME_RA_KEDET, , CONTRACT 21, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 85.0, Build City Improvement
2, 2, LOC_CITY_NAME_RA_KEDET, , CONTRACT 22, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 23.0, Build City Building
2, 2, LOC_CITY_NAME_RA_KEDET, , CONTRACT 25, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 24.0, Build Trigger Unit
2, 3, LOC_CITY_NAME_XIAN, , CONTRACT 27, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 25.0, Build Trigger Unit
2, 3, LOC_CITY_NAME_XIAN, , CONTRACT 28, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 20.0, Build City Building
2, 3, LOC_CITY_NAME_XIAN, , CONTRACT 31, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 74.0, Build City Improvement
2, 4, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 34, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 26.0, Build Trigger Unit
2, 4, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 35, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 25.0, Build City Building
2, 4, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 39, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 5, LOC_CITY_NAME_ROME, , CONTRACT 41, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 26.0, Build Trigger Unit
2, 5, LOC_CITY_NAME_ROME, , CONTRACT 45, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 5, LOC_CITY_NAME_ROME, , CONTRACT 47, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 30.0, Build Trigger Unit
2, 6, LOC_CITY_NAME_KYOTO, , CONTRACT 50, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 21.0, Build City Building
2, 6, LOC_CITY_NAME_KYOTO, , CONTRACT 52, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 8, LOC_CITY_NAME_WASHINGTON, , CONTRACT 53, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 21.0, Build City Building
2, 8, LOC_CITY_NAME_WASHINGTON, , CONTRACT 56, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 9, LOC_CITY_NAME_URUK, , CONTRACT 58, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 26.0, Build Trigger Unit
2, 9, LOC_CITY_NAME_URUK, , CONTRACT 59, SUBMITTED, UNIT_SUMERIAN_WAR_CART, NO_BUILDING, NO_DISTRICT, VALUE 25.0, Build City Building
2, 9, LOC_CITY_NAME_URUK, , CONTRACT 62, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
2, 10, LOC_CITY_NAME_CAIRO, , CONTRACT 63, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 16.0, Build Trigger Unit
2, 10, LOC_CITY_NAME_CAIRO, , CONTRACT 66, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 10, LOC_CITY_NAME_CAIRO, , CONTRACT 68, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 16.0, Build Trigger Unit
2, 11, LOC_CITY_NAME_LONDON, , CONTRACT 70, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 26.0, Build Trigger Unit
2, 11, LOC_CITY_NAME_LONDON, , CONTRACT 71, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 25.0, Build City Building
2, 12, LOC_CITY_NAME_VILNIUS, , CONTRACT 75, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 13, LOC_CITY_NAME_LA_VENTA, , CONTRACT 76, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build City Building
2, 13, LOC_CITY_NAME_LA_VENTA, , CONTRACT 78, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 14, LOC_CITY_NAME_PRESLAV, , CONTRACT 82, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 15, LOC_CITY_NAME_HONG_KONG, , CONTRACT 86, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 16, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 90, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 64.0, Build City Improvement
2, 17, LOC_CITY_NAME_TORONTO, , CONTRACT 92, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 19, LOC_CITY_NAME_JERUSALEM, , CONTRACT 96, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build City Building
2, 19, LOC_CITY_NAME_JERUSALEM, , CONTRACT 98, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 20, LOC_CITY_NAME_NAN_MADOL, , CONTRACT 101, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 23, LOC_CITY_NAME_ZANZIBAR, , CONTRACT 109, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 64.0, Build City Improvement
2, 24, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 113, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 25, LOC_CITY_NAME_YEREVAN, , CONTRACT 117, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 26, LOC_CITY_NAME_GENEVA, , CONTRACT 120, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 27, LOC_CITY_NAME_BUENOS_AIRES, , CONTRACT 121, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build City Building
2, 27, LOC_CITY_NAME_BUENOS_AIRES, , CONTRACT 122, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 28, LOC_CITY_NAME_VALLETTA, , CONTRACT 126, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
2, 29, LOC_CITY_NAME_KABUL, , CONTRACT 130, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
3, 1, LOC_CITY_NAME_AACHEN, , CONTRACT 131, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 83.0, Build City Improvement
3, 2, LOC_CITY_NAME_RA_KEDET, , CONTRACT 132, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 79.0, Build City Improvement
3, 4, LOC_CITY_NAME_ST_PETERSBURG, , , UNIT_SLINGER, Build Trigger Unit, CONTRACT 34
3, 5, LOC_CITY_NAME_ROME, , , UNIT_BUILDER, Build City Improvement, CONTRACT 45
3, 6, LOC_CITY_NAME_KYOTO, , CONTRACT 135, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 75.0, Build City Improvement
3, 7, LOC_CITY_NAME_MADRID, -1.30, -2.34, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
3, 7, LOC_CITY_NAME_MADRID, , , UNIT_SCOUT, Default Specialization, , , Value 39.8
3, 9, LOC_CITY_NAME_URUK, , , UNIT_SUMERIAN_WAR_CART, Build City Building, CONTRACT 59
3, 10, LOC_CITY_NAME_CAIRO, , , UNIT_BUILDER, Build City Improvement, CONTRACT 66
3, 11, LOC_CITY_NAME_LONDON, , , UNIT_SLINGER, Build Trigger Unit, CONTRACT 70
3, 11, LOC_CITY_NAME_LONDON, , CONTRACT 141, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 64.0, Build City Improvement
3, 22, LOC_CITY_NAME_KANDY, , CONTRACT 142, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
4, 2, LOC_CITY_NAME_RA_KEDET, , , UNIT_BUILDER, Build City Improvement, CONTRACT 21
4, 6, LOC_CITY_NAME_KYOTO, , , UNIT_BUILDER, Build City Improvement, CONTRACT 135
4, 7, LOC_CITY_NAME_MADRID, , CONTRACT 147, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 28.0, Build Trigger Unit
4, 7, LOC_CITY_NAME_MADRID, , CONTRACT 149, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 25.0, Build City Building
4, 7, LOC_CITY_NAME_MADRID, , CONTRACT 151, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 72.0, Build City Improvement
