Game Turn, Player, Regional Strength, Enemy Strength, Other Strength, Current Explorers, Desired Explorers
1, 0, 0, 0, 0, 1:0, 2:1, NO_TECH
1, 1, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 2, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 3, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 4, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 5, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 6, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 7, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 8, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 9, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 10, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 11, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 12, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 13, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 14, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 15, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 16, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 17, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 18, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 19, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 20, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 21, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 22, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 23, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 24, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 25, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 26, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 27, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 28, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 29, 0, 0, 0, 0:0, 0:1, NO_TECH
2, 0, 20, 0, 0, 1:0, 1:1, NO_TECH
2, 1, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 2, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 3, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 4, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 5, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 6, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 7, 0, 0, 0, 1:0, 5:1, NO_TECH
2, 8, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 9, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 10, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 11, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
2, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 15, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 16, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 17, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 18, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 19, 55, 0, 0, 0:0, 0:1, NO_TECH
2, 20, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 21, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 22, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 23, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 24, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 25, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 26, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 27, 55, 0, 0, 0:0, 0:1, NO_TECH
2, 28, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 29, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 0, 20, 0, 0, 1:0, 1:1, NO_TECH
3, 1, 10, 0, 0, 2:0, 0:0, NO_TECH
3, 2, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 3, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 4, 30, 35, 0, 2:0, 1:1, NO_TECH
3, 5, 30, 0, 0, 2:0, 1:1, NO_TECH
3, 6, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 7, 0, 0, 0, 1:0, 5:1, NO_TECH
3, 8, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 9, 30, 0, 0, 2:0, 1:1, NO_TECH
3, 10, 30, 0, 0, 2:0, 1:1, NO_TECH
3, 11, 30, 0, 0, 2:0, 1:1, NO_TECH
3, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
3, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 15, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 16, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 17, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 18, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 19, 55, 10, 0, 0:0, 0:1, NO_TECH
3, 20, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 21, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 22, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 23, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 24, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 25, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 26, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 27, 55, 0, 0, 0:0, 0:1, NO_TECH
3, 28, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 29, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 0, 20, 0, 0, 1:0, 1:1, NO_TECH
4, 1, 10, 0, 0, 2:0, 0:0, NO_TECH
4, 2, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 3, 30, 0, 20, 2:0, 0:0, NO_TECH
4, 4, 45, 35, 0, 1:0, 2:1, NO_TECH
4, 5, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 6, 10, 0, 0, 2:0, 1:1, NO_TECH
4, 7, 30, 0, 20, 2:0, 0:0, NO_TECH
4, 8, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 9, 60, 0, 0, 2:0, 1:1, NO_TECH
4, 10, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 11, 45, 0, 0, 2:0, 1:1, NO_TECH
4, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
4, 14, 40, 0, 20, 0:0, 0:1, NO_TECH
4, 15, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 16, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 17, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 18, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 19, 55, 10, 0, 0:0, 0:1, NO_TECH
4, 20, 40, 0, 20, 0:0, 0:1, NO_TECH
4, 21, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 22, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 23, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 24, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 25, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 26, 40, 10, 0, 0:0, 0:1, NO_TECH
4, 27, 55, 10, 20, 0:0, 0:1, NO_TECH
4, 28, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 29, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 0, 20, 0, 0, 1:0, 2:1, NO_TECH
5, 1, 10, 0, 0, 1:0, 2:1, NO_TECH
5, 2, 30, 0, 0, 2:0, 1:1, NO_TECH
5, 3, 30, 0, 20, 2:0, 1:1, NO_TECH
5, 4, 45, 35, 0, 1:0, 2:1, TECH_ARCHERY
5, 5, 30, 0, 0, 2:0, 1:1, NO_TECH
5, 6, 10, 0, 0, 2:0, 1:1, NO_TECH
5, 7, 30, 0, 20, 2:0, 0:0, NO_TECH
5, 8, 30, 0, 0, 2:0, 1:1, NO_TECH
5, 9, 60, 0, 0, 2:0, 1:1, NO_TECH
5, 10, 10, 0, 0, 2:0, 1:1, NO_TECH
5, 11, 45, 10, 0, 2:0, 1:1, NO_TECH
5, 12, 40, 0, 10, 0:0, 0:1, NO_TECH
5, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
5, 14, 40, 0, 20, 0:0, 0:1, NO_TECH
5, 15, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 16, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 17, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 18, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 19, 55, 10, 0, 0:0, 0:1, NO_TECH
5, 20, 40, 25, 20, 0:0, 0:1, NO_TECH
5, 21, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 22, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 23, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 24, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 25, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 26, 40, 10, 0, 0:0, 0:1, NO_TECH
5, 27, 55, 10, 20, 0:0, 0:1, NO_TECH
5, 28, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 29, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 0, 20, 0, 0, 1:0, 2:1, NO_TECH
6, 1, 10, 0, 0, 1:0, 2:1, NO_TECH
6, 2, 30, 0, 20, 2:0, 1:1, NO_TECH
6, 3, 30, 0, 20, 2:0, 1:1, NO_TECH
6, 4, 45, 35, 0, 2:0, 2:1, TECH_ARCHERY
6, 5, 20, 0, 40, 2:0, 2:1, NO_TECH
6, 6, 10, 0, 0, 1:0, 2:1, NO_TECH
6, 7, 10, 0, 20, 2:0, 1:1, NO_TECH
6, 8, 30, 10, 0, 2:0, 1:1, NO_TECH
6, 9, 60, 0, 0, 2:0, 1:1, NO_TECH
6, 10, 10, 0, 0, 2:0, 1:1, NO_TECH
6, 11, 45, 10, 0, 3:0, 1:1, NO_TECH
6, 12, 40, 0, 30, 0:0, 0:1, NO_TECH
6, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
6, 14, 40, 0, 20, 0:0, 0:1, NO_TECH
6, 15, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 16, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 17, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 18, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 19, 55, 35, 20, 0:0, 0:1, NO_TECH
6, 20, 40, 25, 20, 0:0, 0:1, NO_TECH
6, 21, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 22, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 23, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 24, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 25, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 26, 40, 10, 0, 0:0, 0:1, NO_TECH
6, 27, 55, 10, 20, 0:0, 0:1, NO_TECH
6, 28, 20, 0, 0, 0:0, 0:1, NO_TECH
6, 29, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 0, 20, 0, 0, 1:0, 2:1, NO_TECH
7, 1, 0, 0, 0, 1:0, 2:1, NO_TECH
7, 2, 30, 10, 20, 2:0, 2:1, NO_TECH
7, 3, 30, 0, 20, 2:0, 1:1, NO_TECH
7, 4, 45, 35, 0, 1:0, 3:1, TECH_ARCHERY
7, 5, 20, 0, 40, 2:0, 2:1, NO_TECH
7, 6, 0, 0, 0, 1:0, 2:1, NO_TECH
7, 7, 30, 0, 35, 2:0, 1:1, NO_TECH
7, 8, 20, 10, 0, 2:0, 1:1, NO_TECH
7, 9, 30, 0, 0, 3:0, 1:1, NO_TECH
7, 10, 30, 0, 0, 2:0, 2:1, NO_TECH
7, 11, 45, 10, 0, 3:0, 1:1, NO_TECH
7, 12, 40, 0, 30, 0:0, 0:1, NO_TECH
7, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
7, 14, 40, 0, 20, 0:0, 0:1, NO_TECH
7, 15, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 16, 40, 10, 0, 0:0, 0:1, NO_TECH
7, 17, 40, 0, 10, 0:0, 0:1, NO_TECH
7, 18, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 19, 55, 35, 20, 0:0, 0:1, NO_TECH
7, 20, 40, 25, 30, 0:0, 0:1, NO_TECH
7, 21, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 22, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 23, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 24, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 25, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 26, 40, 10, 0, 0:0, 0:1, NO_TECH
7, 27, 55, 10, 20, 0:0, 0:1, NO_TECH
7, 28, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 29, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 0, 20, 0, 0, 1:0, 2:1, NO_TECH
8, 1, 0, 0, 20, 1:0, 2:1, NO_TECH
8, 2, 30, 10, 35, 2:0, 2:1, NO_TECH
8, 3, 30, 0, 40, 2:0, 2:1, NO_TECH
8, 4, 25, 35, 0, 1:0, 3:1, TECH_ARCHERY
8, 5, 20, 0, 40, 2:0, 2:1, NO_TECH
8, 6, 0, 0, 0, 1:0, 2:1, NO_TECH
8, 7, 30, 0, 35, 2:0, 1:1, NO_TECH
8, 8, 20, 10, 0, 2:0, 1:1, NO_TECH
8, 9, 30, 0, 20, 3:0, 1:1, NO_TECH
8, 10, 10, 0, 0, 2:0, 2:1, NO_TECH
8, 11, 35, 10, 0, 3:0, 1:1, NO_TECH
8, 12, 40, 0, 20, 0:0, 0:1, NO_TECH
8, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
8, 14, 40, 0, 20, 0:0, 0:1, NO_TECH
8, 15, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 16, 40, 10, 0, 0:0, 0:1, NO_TECH
8, 17, 40, 0, 10, 0:0, 0:1, NO_TECH
8, 18, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 19, 55, 35, 40, 0:0, 0:1, NO_TECH
8, 20, 40, 25, 30, 0:0, 0:1, NO_TECH
8, 21, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 22, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 23, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 24, 40, 0, 10, 0:0, 0:1, NO_TECH
8, 25, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 26, 40, 10, 0, 0:0, 0:1, NO_TECH
8, 27, 55, 10, 20, 0:0, 0:1, NO_TECH
8, 28, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 29, 40, 0, 0, 0:0, 0:1, NO_TECH
9, 0, 20, 0, 0, 1:0, 2:1, NO_TECH
9, 1, 0, 0, 20, 1:0, 3:1, NO_TECH
9, 2, 30, 20, 20, 2:0, 2:1, TECH_ARCHERY
9, 3, 30, 0, 40, 2:0, 2:1, NO_TECH
9, 4, 25, 35, 0, 1:0, 3:1, TECH_ARCHERY
9, 5, 20, 0, 40, 2:0, 3:1, NO_TECH
9, 6, 0, 0, 0, 2:0, 2:1, NO_TECH
9, 7, 0, 0, 35, 2:0, 2:1, NO_TECH
9, 8, 20, 10, 0, 2:0, 1:1, NO_TECH
9, 9, 30, 0, 20, 3:0, 2:1, NO_TECH
9, 10, 10, 35, 0, 1:0, 3:1, NO_TECH
9, 11, 35, 10, 0, 3:0, 2:1, NO_TECH
9, 12, 40, 0, 20, 0:0, 0:1, NO_TECH
9, 13, 55, 0, 0, 0:0, 0:1, NO_TECH
9, 14, 40, 0, 20, 0:0, 0:1, NO_TECH
9, 15, 40, 0, 0, 0:0, 0:1, NO_TECH
9, 16, 40, 10, 0, 0:0, 0:1, NO_TECH
9, 17, 40, 0, 10, 0:0, 0:1, NO_TECH
9, 18, 40, 0, 0, 0:0, 0:1, NO_TECH
9, 19, 55, 35, 20, 0:0, 0:1, NO_TECH
9, 20, 40, 45, 30, 0:0, 0:1, NO_TECH
9, 21, 40, 0, 0, 0:0, 0:1, NO_TECH
