Game Turn, Player, Regional Strength, Enemy Strength, Other Strength, Current Explorers, Desired Explorers
1, 0, 0, 0, 0, 1:0, 2:1, NO_TECH
1, 1, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 2, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 3, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 4, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 5, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 6, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 7, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 8, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 9, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 10, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 11, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 12, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 13, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 14, 0, 0, 0, 0:0, 0:1, NO_TECH
2, 0, 20, 0, 0, 1:0, 1:1, NO_TECH
2, 1, 20, 0, 0, 1:0, 1:1, NO_TECH
2, 2, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 3, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 4, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 5, 0, 0, 0, 1:0, 5:1, NO_TECH
2, 6, 55, 0, 0, 0:0, 0:1, NO_TECH
2, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 11, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 13, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 0, 20, 0, 0, 1:0, 1:1, NO_TECH
3, 1, 20, 0, 0, 1:0, 1:1, NO_TECH
3, 2, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 3, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 4, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 5, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 6, 55, 0, 0, 0:0, 0:1, NO_TECH
3, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 11, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 13, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 0, 20, 0, 0, 1:0, 1:1, NO_TECH
4, 1, 20, 0, 0, 1:0, 1:1, NO_TECH
4, 2, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 3, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 4, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 5, 30, 0, 0, 2:0, 1:1, NO_TECH
4, 6, 55, 0, 0, 0:0, 0:1, NO_TECH
4, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 8, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 11, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 12, 40, 10, 0, 0:0, 0:1, NO_TECH
4, 13, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 0, 20, 0, 0, 1:0, 1:1, NO_TECH
5, 1, 20, 0, 0, 1:0, 1:1, NO_TECH
5, 2, 45, 0, 0, 2:0, 1:1, NO_TECH
5, 3, 30, 0, 0, 2:0, 1:1, NO_TECH
5, 4, 10, 0, 0, 2:0, 1:1, NO_TECH
5, 5, 45, 0, 0, 2:0, 1:1, NO_TECH
5, 6, 55, 0, 20, 0:0, 0:1, NO_TECH
5, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 8, 40, 0, 10, 0:0, 0:1, NO_TECH
5, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 11, 40, 0, 0, 0:0, 0:1, NO_TECH
5, 12, 40, 10, 0, 0:0, 0:1, NO_TECH
5, 13, 40, 0, 20, 0:0, 0:1, NO_TECH
5, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 0, 20, 10, 0, 1:0, 2:1, NO_TECH
6, 1, 20, 0, 0, 1:0, 1:1, NO_TECH
6, 2, 55, 0, 0, 3:0, 1:1, TECH_ARCHERY
6, 3, 30, 0, 0, 2:0, 1:1, NO_TECH
6, 4, 10, 0, 0, 2:0, 1:1, NO_TECH
6, 5, 45, 0, 20, 3:0, 1:1, NO_TECH
6, 6, 55, 0, 20, 0:0, 0:1, NO_TECH
6, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 8, 40, 0, 10, 0:0, 0:1, NO_TECH
6, 9, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 11, 40, 0, 0, 0:0, 0:1, NO_TECH
6, 12, 40, 10, 0, 0:0, 0:1, NO_TECH
6, 13, 40, 0, 20, 0:0, 0:1, NO_TECH
6, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 0, 40, 10, 0, 2:0, 1:1, NO_TECH
7, 1, 20, 0, 0, 1:0, 1:1, NO_TECH
7, 2, 45, 0, 0, 3:0, 1:1, TECH_ARCHERY
7, 3, 30, 0, 0, 2:0, 2:1, NO_TECH
7, 4, 10, 25, 0, 2:0, 1:1, NO_TECH
7, 5, 45, 0, 40, 3:0, 1:1, NO_TECH
7, 6, 55, 0, 0, 0:0, 0:1, NO_TECH
7, 7, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 8, 40, 0, 10, 0:0, 0:1, NO_TECH
7, 9, 40, 10, 0, 0:0, 0:1, NO_TECH
7, 10, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 11, 40, 0, 0, 0:0, 0:1, NO_TECH
7, 12, 40, 10, 0, 0:0, 0:1, NO_TECH
7, 13, 40, 0, 35, 0:0, 0:1, NO_TECH
7, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
8, 0, 40, 10, 0, 2:0, 1:1, NO_TECH
