Game Turn, City, Production Added, Current Item, Current Production, Production Needed, Overflow
1, LOC_CITY_NAME_NIDAROS, 5.3, UNIT_SCOUT, 5.3, 30, 0.0
2, LOC_CITY_NAME_NIDAROS, 5.3, UNIT_SCOUT, 10.5, 30, 0.0
2, LOC_CITY_NAME_RIO_DE_JANEIRO, 6.3, UNIT_SCOUT, 6.3, 30, 0.0
2, LOC_CITY_NAME_MBANZA_KONGO, 6.3, UNIT_SCOUT, 6.3, 30, 0.0
2, LOC_CITY_NAME_SPARTA, 7.5, BUILDING_MONUMENT, 7.5, 60, 0.0
2, LOC_CITY_NAME_MADRID, 7.5, UNIT_SCOUT, 7.5, 30, 0.0
2, LOC_CITY_NAME_URUK, 7.5, UNIT_SCOUT, 7.5, 30, 0.0
2, LOC_CITY_NAME_DELHI, 6.3, UNIT_SCOUT, 6.3, 30, 0.0
2, LOC_CITY_NAME_ROME, 6.3, UNIT_SCOUT, 6.3, 30, 0.0
2, LOC_CITY_NAME_WASHINGTON, 5.0, UNIT_SCOUT, 5.0, 30, 0.0
2, LOC_CITY_NAME_ST_PETERSBURG, 6.3, UNIT_SCOUT, 6.3, 30, 0.0
2, LOC_CITY_NAME_XIAN, 7.5, UNIT_SCOUT, 7.5, 30, 0.0
2, LOC_CITY_NAME_POKROVKA, 5.0, UNIT_SCOUT, 5.0, 30, 0.0
2, LOC_CITY_NAME_VILNIUS, 2.2, BUILDING_MONUMENT, 2.2, 60, 0.0
2, LOC_CITY_NAME_ZANZIBAR, 3.3, BUILDING_MONUMENT, 3.3, 60, 0.0
2, LOC_CITY_NAME_HATTUSA, 3.3, BUILDING_MONUMENT, 3.3, 60, 0.0
2, LOC_CITY_NAME_JERUSALEM, 2.2, BUILDING_MONUMENT, 2.2, 60, 0.0
2, LOC_CITY_NAME_YEREVAN, 2.8, BUILDING_MONUMENT, 2.8, 60, 0.0
2, LOC_CITY_NAME_HONG_KONG, 2.8, BUILDING_MONUMENT, 2.8, 60, 0.0
2, LOC_CITY_NAME_BANDAR_BRUNEI, 2.8, BUILDING_MONUMENT, 2.8, 60, 0.0
2, LOC_CITY_NAME_BUENOS_AIRES, 3.9, BUILDING_MONUMENT, 3.9, 60, 0.0
2, LOC_CITY_NAME_SEOUL, 3.3, BUILDING_MONUMENT, 3.3, 60, 0.0
2, LOC_CITY_NAME_VALLETTA, 2.8, BUILDING_MONUMENT, 2.8, 60, 0.0
2, LOC_CITY_NAME_KANDY, 2.2, BUILDING_MONUMENT, 2.2, 60, 0.0
2, LOC_CITY_NAME_NAN_MADOL, 2.2, BUILDING_MONUMENT, 2.2, 60, 0.0
2, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 2.2, 60, 0.0
2, LOC_CITY_NAME_GENEVA, 2.2, BUILDING_MONUMENT, 2.2, 60, 0.0
2, LOC_CITY_NAME_BRUSSELS, 2.2, BUILDING_MONUMENT, 2.2, 60, 0.0
2, LOC_CITY_NAME_AMSTERDAM, 3.3, BUILDING_MONUMENT, 3.3, 60, 0.0
2, LOC_CITY_NAME_LA_VENTA, 5.0, UNIT_SLINGER, 5.0, 35, 0.0
2, LOC_CITY_NAME_STOCKHOLM, 2.2, BUILDING_MONUMENT, 2.2, 60, 0.0
3, LOC_CITY_NAME_NIDAROS, 5.3, UNIT_SCOUT, 15.8, 30, 0.0
3, LOC_CITY_NAME_RIO_DE_JANEIRO, 6.3, UNIT_SCOUT, 12.5, 30, 0.0
3, LOC_CITY_NAME_MBANZA_KONGO, 6.3, UNIT_SCOUT, 12.5, 30, 0.0
3, LOC_CITY_NAME_SPARTA, 7.5, BUILDING_MONUMENT, 15.0, 60, 0.0
3, LOC_CITY_NAME_MADRID, 7.5, UNIT_SCOUT, 15.0, 30, 0.0
3, LOC_CITY_NAME_URUK, 7.5, UNIT_SCOUT, 15.0, 30, 0.0
3, LOC_CITY_NAME_DELHI, 6.3, UNIT_SCOUT, 12.5, 30, 0.0
3, LOC_CITY_NAME_ROME, 6.3, UNIT_SCOUT, 12.5, 30, 0.0
3, LOC_CITY_NAME_WASHINGTON, 5.0, UNIT_SCOUT, 10.0, 30, 0.0
3, LOC_CITY_NAME_ST_PETERSBURG, 6.3, UNIT_SCOUT, 12.5, 30, 0.0
3, LOC_CITY_NAME_XIAN, 7.5, UNIT_SCOUT, 15.0, 30, 0.0
3, LOC_CITY_NAME_POKROVKA, 5.0, UNIT_SCOUT, 10.0, 30, 0.0
3, LOC_CITY_NAME_VILNIUS, 2.2, BUILDING_MONUMENT, 4.4, 60, 0.0
3, LOC_CITY_NAME_ZANZIBAR, 3.3, BUILDING_MONUMENT, 6.6, 60, 0.0
3, LOC_CITY_NAME_HATTUSA, 3.3, BUILDING_MONUMENT, 6.6, 60, 0.0
3, LOC_CITY_NAME_JERUSALEM, 2.2, BUILDING_MONUMENT, 4.4, 60, 0.0
3, LOC_CITY_NAME_YEREVAN, 2.8, BUILDING_MONUMENT, 5.5, 60, 0.0
3, LOC_CITY_NAME_HONG_KONG, 2.8, BUILDING_MONUMENT, 5.5, 60, 0.0
3, LOC_CITY_NAME_BANDAR_BRUNEI, 2.8, BUILDING_MONUMENT, 5.5, 60, 0.0
3, LOC_CITY_NAME_BUENOS_AIRES, 3.9, BUILDING_MONUMENT, 7.7, 60, 0.0
3, LOC_CITY_NAME_SEOUL, 3.3, BUILDING_MONUMENT, 6.6, 60, 0.0
3, LOC_CITY_NAME_VALLETTA, 2.8, BUILDING_MONUMENT, 5.5, 60, 0.0
3, LOC_CITY_NAME_KANDY, 2.2, BUILDING_MONUMENT, 4.4, 60, 0.0
3, LOC_CITY_NAME_NAN_MADOL, 2.2, BUILDING_MONUMENT, 4.4, 60, 0.0
3, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 4.4, 60, 0.0
3, LOC_CITY_NAME_GENEVA, 2.2, BUILDING_MONUMENT, 4.4, 60, 0.0
3, LOC_CITY_NAME_BRUSSELS, 2.2, BUILDING_MONUMENT, 4.4, 60, 0.0
3, LOC_CITY_NAME_AMSTERDAM, 3.3, BUILDING_MONUMENT, 6.6, 60, 0.0
3, LOC_CITY_NAME_LA_VENTA, 5.0, UNIT_SLINGER, 9.9, 35, 0.0
3, LOC_CITY_NAME_STOCKHOLM, 2.2, BUILDING_MONUMENT, 4.4, 60, 0.0
4, LOC_CITY_NAME_NIDAROS, 5.3, UNIT_SCOUT, 21.0, 30, 0.0
4, LOC_CITY_NAME_RIO_DE_JANEIRO, 6.3, UNIT_SCOUT, 18.8, 30, 0.0
4, LOC_CITY_NAME_MBANZA_KONGO, 6.3, UNIT_SCOUT, 18.8, 30, 0.0
4, LOC_CITY_NAME_SPARTA, 7.5, BUILDING_MONUMENT, 22.5, 60, 0.0
4, LOC_CITY_NAME_MADRID, 7.5, UNIT_SCOUT, 22.5, 30, 0.0
4, LOC_CITY_NAME_URUK, 7.5, UNIT_SCOUT, 22.5, 30, 0.0
4, LOC_CITY_NAME_DELHI, 6.3, UNIT_SCOUT, 18.8, 30, 0.0
4, LOC_CITY_NAME_ROME, 6.3, UNIT_SCOUT, 18.8, 30, 0.0
4, LOC_CITY_NAME_WASHINGTON, 5.0, UNIT_SCOUT, 15.0, 30, 0.0
4, LOC_CITY_NAME_ST_PETERSBURG, 6.3, UNIT_SCOUT, 18.8, 30, 0.0
4, LOC_CITY_NAME_XIAN, 7.5, UNIT_SCOUT, 22.5, 30, 0.0
4, LOC_CITY_NAME_POKROVKA, 5.0, UNIT_SCOUT, 15.0, 30, 0.0
4, LOC_CITY_NAME_VILNIUS, 2.2, BUILDING_MONUMENT, 6.6, 60, 0.0
4, LOC_CITY_NAME_ZANZIBAR, 3.3, BUILDING_MONUMENT, 9.9, 60, 0.0
4, LOC_CITY_NAME_HATTUSA, 3.3, BUILDING_MONUMENT, 9.9, 60, 0.0
4, LOC_CITY_NAME_JERUSALEM, 2.2, BUILDING_MONUMENT, 6.6, 60, 0.0
4, LOC_CITY_NAME_YEREVAN, 2.8, BUILDING_MONUMENT, 8.3, 60, 0.0
4, LOC_CITY_NAME_HONG_KONG, 2.8, BUILDING_MONUMENT, 8.3, 60, 0.0
4, LOC_CITY_NAME_BANDAR_BRUNEI, 2.8, BUILDING_MONUMENT, 8.3, 60, 0.0
4, LOC_CITY_NAME_BUENOS_AIRES, 3.9, BUILDING_MONUMENT, 11.6, 60, 0.0
4, LOC_CITY_NAME_SEOUL, 3.3, BUILDING_MONUMENT, 9.9, 60, 0.0
4, LOC_CITY_NAME_VALLETTA, 2.8, BUILDING_MONUMENT, 8.3, 60, 0.0
4, LOC_CITY_NAME_KANDY, 2.2, BUILDING_MONUMENT, 6.6, 60, 0.0
4, LOC_CITY_NAME_NAN_MADOL, 2.2, BUILDING_MONUMENT, 6.6, 60, 0.0
4, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 6.6, 60, 0.0
4, LOC_CITY_NAME_GENEVA, 2.2, BUILDING_MONUMENT, 6.6, 60, 0.0
4, LOC_CITY_NAME_BRUSSELS, 2.2, BUILDING_MONUMENT, 6.6, 60, 0.0
4, LOC_CITY_NAME_AMSTERDAM, 3.3, BUILDING_MONUMENT, 9.9, 60, 0.0
4, LOC_CITY_NAME_LA_VENTA, 5.0, UNIT_SLINGER, 14.9, 35, 0.0
4, LOC_CITY_NAME_STOCKHOLM, 2.2, BUILDING_MONUMENT, 6.6, 60, 0.0
5, LOC_CITY_NAME_NIDAROS, 5.3, UNIT_SCOUT, 26.3, 30, 0.0
5, LOC_CITY_NAME_RIO_DE_JANEIRO, 6.3, UNIT_SCOUT, 25.0, 30, 0.0
5, LOC_CITY_NAME_MBANZA_KONGO, 6.3, UNIT_SCOUT, 25.0, 30, 0.0
5, LOC_CITY_NAME_SPARTA, 7.5, BUILDING_MONUMENT, 30.0, 60, 0.0
5, LOC_CITY_NAME_MADRID, 7.5, UNIT_SCOUT, 30.0, 30, 0.0
5, LOC_CITY_NAME_URUK, 7.5, UNIT_SCOUT, 30.0, 30, 0.0
5, LOC_CITY_NAME_DELHI, 6.3, UNIT_SCOUT, 25.0, 30, 0.0
5, LOC_CITY_NAME_ROME, 7.5, UNIT_SCOUT, 26.3, 30, 0.0
5, LOC_CITY_NAME_WASHINGTON, 5.0, UNIT_SCOUT, 20.0, 30, 0.0
5, LOC_CITY_NAME_ST_PETERSBURG, 6.3, UNIT_SCOUT, 25.0, 30, 0.0
5, LOC_CITY_NAME_XIAN, 7.5, UNIT_SCOUT, 30.0, 30, 0.0
5, LOC_CITY_NAME_POKROVKA, 5.0, UNIT_SCOUT, 20.0, 30, 0.0
5, LOC_CITY_NAME_VILNIUS, 2.2, BUILDING_MONUMENT, 8.8, 60, 0.0
5, LOC_CITY_NAME_ZANZIBAR, 3.3, BUILDING_MONUMENT, 13.2, 60, 0.0
5, LOC_CITY_NAME_HATTUSA, 3.3, BUILDING_MONUMENT, 13.2, 60, 0.0
5, LOC_CITY_NAME_JERUSALEM, 2.2, BUILDING_MONUMENT, 8.8, 60, 0.0
5, LOC_CITY_NAME_YEREVAN, 2.8, BUILDING_MONUMENT, 11.0, 60, 0.0
5, LOC_CITY_NAME_HONG_KONG, 2.8, BUILDING_MONUMENT, 11.0, 60, 0.0
5, LOC_CITY_NAME_BANDAR_BRUNEI, 2.8, BUILDING_MONUMENT, 11.0, 60, 0.0
5, LOC_CITY_NAME_BUENOS_AIRES, 3.9, BUILDING_MONUMENT, 15.4, 60, 0.0
5, LOC_CITY_NAME_SEOUL, 3.3, BUILDING_MONUMENT, 13.2, 60, 0.0
5, LOC_CITY_NAME_VALLETTA, 2.8, BUILDING_MONUMENT, 11.0, 60, 0.0
5, LOC_CITY_NAME_KANDY, 2.2, BUILDING_MONUMENT, 8.8, 60, 0.0
5, LOC_CITY_NAME_NAN_MADOL, 2.2, BUILDING_MONUMENT, 8.8, 60, 0.0
5, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 8.8, 60, 0.0
5, LOC_CITY_NAME_GENEVA, 2.2, BUILDING_MONUMENT, 8.8, 60, 0.0
5, LOC_CITY_NAME_BRUSSELS, 2.2, BUILDING_MONUMENT, 8.8, 60, 0.0
5, LOC_CITY_NAME_AMSTERDAM, 3.3, BUILDING_MONUMENT, 13.2, 60, 0.0
5, LOC_CITY_NAME_LA_VENTA, 5.0, UNIT_SLINGER, 19.8, 35, 0.0
5, LOC_CITY_NAME_STOCKHOLM, 2.2, BUILDING_MONUMENT, 8.8, 60, 0.0
6, LOC_CITY_NAME_NIDAROS, 5.3, UNIT_SCOUT, 31.5, 30, 1.5
6, LOC_CITY_NAME_RIO_DE_JANEIRO, 6.3, UNIT_SCOUT, 31.3, 30, 1.3
6, LOC_CITY_NAME_MBANZA_KONGO, 6.3, UNIT_SCOUT, 31.3, 30, 1.3
6, LOC_CITY_NAME_SPARTA, 7.5, BUILDING_MONUMENT, 37.5, 60, 0.0
6, LOC_CITY_NAME_MADRID, 7.5, UNIT_BUILDER, 7.5, 50, 0.0
6, LOC_CITY_NAME_URUK, 7.5, UNIT_BUILDER, 7.5, 50, 0.0
6, LOC_CITY_NAME_DELHI, 6.3, UNIT_SCOUT, 31.3, 30, 1.3
6, LOC_CITY_NAME_ROME, 7.5, UNIT_SCOUT, 33.8, 30, 3.8
