Game Turn, Player, Regional Strength, Enemy Strength, Other Strength, Current Explorers, Desired Explorers
1, 0, 10, 0, 0, 2:0, 1:1, NO_TECH
1, 1, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 2, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 3, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 4, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 5, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 6, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 7, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 8, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 9, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 10, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 11, 0, 0, 0, 1:0, 3:1, NO_TECH
1, 12, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 13, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 14, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 15, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 16, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 17, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 18, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 19, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 20, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 21, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 22, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 23, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 24, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 25, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 26, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 27, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 28, 0, 0, 0, 0:0, 0:1, NO_TECH
1, 29, 0, 0, 0, 0:0, 0:1, NO_TECH
2, 0, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 1, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 2, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 3, 20, 0, 0, 1:0, 1:1, NO_TECH
2, 4, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 5, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 6, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 7, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 8, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 9, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 10, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 11, 30, 0, 0, 2:0, 0:0, NO_TECH
2, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 13, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 15, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 16, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 17, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 18, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 19, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 20, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 21, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 22, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 23, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 24, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 25, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 26, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 27, 40, 0, 0, 0:0, 0:1, NO_TECH
2, 28, 55, 0, 0, 0:0, 0:1, NO_TECH
2, 29, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 0, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 1, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 2, 30, 25, 0, 2:0, 0:0, NO_TECH
3, 3, 20, 0, 0, 1:0, 1:1, NO_TECH
3, 4, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 5, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 6, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 7, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 8, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 9, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 10, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 11, 30, 0, 0, 2:0, 0:0, NO_TECH
3, 12, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 13, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 14, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 15, 40, 0, 20, 0:0, 0:1, NO_TECH
3, 16, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 17, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 18, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 19, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 20, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 21, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 22, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 23, 40, 0, 20, 0:0, 0:1, NO_TECH
3, 24, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 25, 40, 0, 0, 0:0, 0:1, NO_TECH
3, 26, 40, 10, 0, 0:0, 0:1, NO_TECH
3, 27, 40, 35, 0, 0:0, 0:1, NO_TECH
3, 28, 55, 0, 0, 0:0, 0:1, NO_TECH
3, 29, 40, 0, 0, 0:0, 0:1, NO_TECH
4, 0, 30, 0, 0, 2:0, 0:0, NO_TECH
4, 1, 30, 0, 0, 2:0, 0:0, NO_TECH
