Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
1, 0, LOC_CITY_NAME_NIDAROS, 5.82, -3.14, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_RIO_DE_JANEIRO, 0.11, -1.87, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_RIO_DE_JANEIRO, , , UNIT_SCOUT, Default Specialization, , , Value 50.1
1, 2, LOC_CITY_NAME_MBANZA_KONGO, 4.63, 1.05, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: -0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 2, LOC_CITY_NAME_MBANZA_KONGO, , , UNIT_SCOUT, Default Specialization, , , Value 62.7
1, 3, LOC_CITY_NAME_SPARTA, -2.03, 3.23, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 3, LOC_CITY_NAME_SPARTA, , , BUILDING_MONUMENT, Default Specialization, , , Value 60.5
1, 4, LOC_CITY_NAME_MADRID, -2.98, -0.59, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 4, LOC_CITY_NAME_MADRID, , , UNIT_SCOUT, Default Specialization, , , Value 56.1
1, 5, LOC_CITY_NAME_URUK, -2.50, 0.32, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 5, LOC_CITY_NAME_URUK, , , UNIT_SCOUT, Default Specialization, , , Value 56.1
1, 6, LOC_CITY_NAME_DELHI, -0.84, -1.87, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 6, LOC_CITY_NAME_DELHI, , , UNIT_SCOUT, Default Specialization, , , Value 50.1
1, 7, LOC_CITY_NAME_ROME, -3.93, 1.96, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 7, LOC_CITY_NAME_ROME, , , UNIT_SCOUT, Default Specialization, , , Value 50.1
1, 8, LOC_CITY_NAME_WASHINGTON, 2.96, -3.32, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 8, LOC_CITY_NAME_WASHINGTON, , , UNIT_SCOUT, Default Specialization, , , Value 46.6
1, 9, LOC_CITY_NAME_ST_PETERSBURG, 0.82, -3.51, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 9, LOC_CITY_NAME_ST_PETERSBURG, , , UNIT_SCOUT, Default Specialization, , , Value 50.1
1, 10, LOC_CITY_NAME_XIAN, -0.36, 0.32, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: 0.0, YIELD_GOLD: -0.1, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 10, LOC_CITY_NAME_XIAN, , , UNIT_SCOUT, Default Specialization, , , Value 56.1
1, 11, LOC_CITY_NAME_POKROVKA, 3.68, -1.68, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 11, LOC_CITY_NAME_POKROVKA, , , UNIT_SCOUT, Default Specialization, , , Value 46.6
1, 12, LOC_CITY_NAME_VILNIUS, -4.41, -3.51, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 12, LOC_CITY_NAME_VILNIUS, , , BUILDING_MONUMENT, Default Specialization, , , Value 30.1
1, 13, LOC_CITY_NAME_ZANZIBAR, 2.02, -2.23, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 13, LOC_CITY_NAME_ZANZIBAR, , , BUILDING_MONUMENT, Default Specialization, , , Value 46.6
1, 14, LOC_CITY_NAME_HATTUSA, -3.45, -2.05, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 14, LOC_CITY_NAME_HATTUSA, , , BUILDING_MONUMENT, Default Specialization, , , Value 46.6
1, 15, LOC_CITY_NAME_JERUSALEM, 0.59, -3.51, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 15, LOC_CITY_NAME_JERUSALEM, , , BUILDING_MONUMENT, Default Specialization, , , Value 30.1
1, 16, LOC_CITY_NAME_YEREVAN, -3.69, -3.87, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 16, LOC_CITY_NAME_YEREVAN, , , BUILDING_MONUMENT, Default Specialization, , , Value 40.2
1, 17, LOC_CITY_NAME_HONG_KONG, -2.74, -0.22, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 17, LOC_CITY_NAME_HONG_KONG, , , BUILDING_MONUMENT, Default Specialization, , , Value 40.2
1, 18, LOC_CITY_NAME_BANDAR_BRUNEI, 1.30, -2.96, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 18, LOC_CITY_NAME_BANDAR_BRUNEI, , , BUILDING_MONUMENT, Default Specialization, , , Value 40.2
1, 19, LOC_CITY_NAME_BUENOS_AIRES, -3.93, 1.59, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 19, LOC_CITY_NAME_BUENOS_AIRES, , , BUILDING_MONUMENT, Default Specialization, , , Value 46.6
1, 20, LOC_CITY_NAME_SEOUL, -5.59, -2.78, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 20, LOC_CITY_NAME_SEOUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 46.6
1, 21, LOC_CITY_NAME_VALLETTA, 0.59, 2.32, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: 0.1, YIELD_GOLD: -0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 21, LOC_CITY_NAME_VALLETTA, , , BUILDING_MONUMENT, Default Specialization, , , Value 40.2
1, 22, LOC_CITY_NAME_KANDY, -6.55, 0.87, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 22, LOC_CITY_NAME_KANDY, , , BUILDING_MONUMENT, Default Specialization, , , Value 30.1
1, 23, LOC_CITY_NAME_NAN_MADOL, -1.55, -3.32, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 23, LOC_CITY_NAME_NAN_MADOL, , , BUILDING_MONUMENT, Default Specialization, , , Value 30.1
1, 24, LOC_CITY_NAME_KABUL, -3.69, -2.41, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 24, LOC_CITY_NAME_KABUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 30.1
1, 25, LOC_CITY_NAME_GENEVA, 0.82, -4.42, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 25, LOC_CITY_NAME_GENEVA, , , BUILDING_MONUMENT, Default Specialization, , , Value 30.1
1, 26, LOC_CITY_NAME_BRUSSELS, 3.92, -2.96, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 26, LOC_CITY_NAME_BRUSSELS, , , BUILDING_MONUMENT, Default Specialization, , , Value 30.1
1, 27, LOC_CITY_NAME_AMSTERDAM, 3.44, -1.14, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 27, LOC_CITY_NAME_AMSTERDAM, , , BUILDING_MONUMENT, Default Specialization, , , Value 46.6
1, 28, LOC_CITY_NAME_LA_VENTA, -2.98, -1.14, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 28, LOC_CITY_NAME_LA_VENTA, , , UNIT_SLINGER, Default Specialization, , , Value 11.5
1, 29, LOC_CITY_NAME_STOCKHOLM, 0.35, -0.04, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: -0.1, , 
1, 29, LOC_CITY_NAME_STOCKHOLM, , , BUILDING_MONUMENT, Default Specialization, , , Value 30.1
2, 1, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 13, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 58.0, Build Trigger Unit
2, 1, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 14, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 59.0, Build City Building
2, 1, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 16, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 27.0, Build Trigger Unit
2, 2, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 18, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 61.0, Build Trigger Unit
2, 2, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 19, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 59.0, Build City Building
2, 2, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 22, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
2, 2, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 23, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 27.0, Build Trigger Unit
2, 3, LOC_CITY_NAME_SPARTA, , CONTRACT 25, SUBMITTED, UNIT_SCOUT, NO_BUILDING, NO_DISTRICT, VALUE 22.0, Build Trigger Unit
2, 3, LOC_CITY_NAME_SPARTA, , CONTRACT 26, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 170.0, Build City Improvement
2, 3, LOC_CITY_NAME_SPARTA, , CONTRACT 29, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 27.0, Build Trigger Unit
2, 4, LOC_CITY_NAME_MADRID, , CONTRACT 30, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 58.0, Build Trigger Unit
2, 4, LOC_CITY_NAME_MADRID, , CONTRACT 32, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 66.0, Build City Building
2, 4, LOC_CITY_NAME_MADRID, , CONTRACT 36, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
2, 4, LOC_CITY_NAME_MADRID, , CONTRACT 38, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 27.0, Build Trigger Unit
2, 5, LOC_CITY_NAME_URUK, , CONTRACT 40, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 170.0, Build City Improvement
2, 5, LOC_CITY_NAME_URUK, , CONTRACT 41, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 58.0, Build Trigger Unit
2, 5, LOC_CITY_NAME_URUK, , CONTRACT 42, SUBMITTED, UNIT_SUMERIAN_WAR_CART, NO_BUILDING, NO_DISTRICT, VALUE 68.0, Build City Building
2, 5, LOC_CITY_NAME_URUK, , CONTRACT 44, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 32.0, Build Trigger Unit
2, 6, LOC_CITY_NAME_DELHI, , CONTRACT 46, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 58.0, Build Trigger Unit
2, 6, LOC_CITY_NAME_DELHI, , CONTRACT 47, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 59.0, Build City Building
2, 6, LOC_CITY_NAME_DELHI, , CONTRACT 50, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 32.0, Build Trigger Unit
2, 7, LOC_CITY_NAME_ROME, , CONTRACT 52, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 58.0, Build Trigger Unit
2, 7, LOC_CITY_NAME_ROME, , CONTRACT 55, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 155.0, Build City Improvement
2, 7, LOC_CITY_NAME_ROME, , CONTRACT 56, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 59.0, Build Trigger Unit
2, 8, LOC_CITY_NAME_WASHINGTON, , CONTRACT 58, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 58.0, Build Trigger Unit
2, 8, LOC_CITY_NAME_WASHINGTON, , CONTRACT 62, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
2, 9, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 65, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 48.0, Build Trigger Unit
2, 9, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 67, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 59.0, Build City Building
2, 10, LOC_CITY_NAME_XIAN, , CONTRACT 70, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 174.0, Build City Improvement
2, 10, LOC_CITY_NAME_XIAN, , CONTRACT 71, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 58.0, Build Trigger Unit
2, 10, LOC_CITY_NAME_XIAN, , CONTRACT 72, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 66.0, Build City Building
2, 10, LOC_CITY_NAME_XIAN, , CONTRACT 75, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 27.0, Build Trigger Unit
2, 11, LOC_CITY_NAME_POKROVKA, , CONTRACT 77, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 170.0, Build City Improvement
2, 11, LOC_CITY_NAME_POKROVKA, , CONTRACT 78, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 48.0, Build Trigger Unit
2, 11, LOC_CITY_NAME_POKROVKA, , CONTRACT 79, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 55.0, Build City Building
2, 12, LOC_CITY_NAME_VILNIUS, , CONTRACT 85, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
2, 13, LOC_CITY_NAME_ZANZIBAR, , CONTRACT 89, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
2, 15, LOC_CITY_NAME_JERUSALEM, , CONTRACT 95, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
2, 16, LOC_CITY_NAME_YEREVAN, , CONTRACT 99, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
2, 17, LOC_CITY_NAME_HONG_KONG, , CONTRACT 104, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
2, 18, LOC_CITY_NAME_BANDAR_BRUNEI, , CONTRACT 108, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
2, 19, LOC_CITY_NAME_BUENOS_AIRES, , CONTRACT 111, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
2, 21, LOC_CITY_NAME_VALLETTA, , CONTRACT 118, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
2, 22, LOC_CITY_NAME_KANDY, , CONTRACT 121, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
2, 23, LOC_CITY_NAME_NAN_MADOL, , CONTRACT 124, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
2, 24, LOC_CITY_NAME_KABUL, , CONTRACT 128, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
2, 26, LOC_CITY_NAME_BRUSSELS, , CONTRACT 132, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
2, 27, LOC_CITY_NAME_AMSTERDAM, , CONTRACT 137, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
2, 28, LOC_CITY_NAME_LA_VENTA, , CONTRACT 140, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
2, 29, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 143, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
3, 1, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 145, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 146.0, Build City Improvement
3, 3, LOC_CITY_NAME_SPARTA, , CONTRACT 147, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
3, 5, LOC_CITY_NAME_URUK, , CONTRACT 149, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 284.0, Build City Improvement
3, 6, LOC_CITY_NAME_DELHI, , CONTRACT 151, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 120.0, Build City Improvement
3, 9, LOC_CITY_NAME_ST_PETERSBURG, , CONTRACT 153, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
3, 10, LOC_CITY_NAME_XIAN, , CONTRACT 154, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 153.0, Build City Improvement
3, 11, LOC_CITY_NAME_POKROVKA, , CONTRACT 155, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 172.0, Build City Improvement
3, 25, LOC_CITY_NAME_GENEVA, , CONTRACT 158, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 120.0, Build City Improvement
5, 4, LOC_CITY_NAME_MADRID, , , UNIT_BUILDER, Build City Improvement, CONTRACT 36
5, 5, LOC_CITY_NAME_URUK, , , UNIT_BUILDER, Build City Improvement, CONTRACT 149
5, 6, LOC_CITY_NAME_DELHI, , CONTRACT 164, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 122.0, Build City Improvement
5, 10, LOC_CITY_NAME_XIAN, , , UNIT_BUILDER, Build City Improvement, CONTRACT 70
6, 1, LOC_CITY_NAME_RIO_DE_JANEIRO, , , UNIT_BUILDER, Build City Improvement, CONTRACT 145
6, 2, LOC_CITY_NAME_MBANZA_KONGO, , , UNIT_BUILDER, Build City Improvement, CONTRACT 22
6, 6, LOC_CITY_NAME_DELHI, , , UNIT_BUILDER, Build City Improvement, CONTRACT 164
