Game Turn, Player, Action, Tech, Score
1, 0, Tech, TECH_POTTERY, 190.6, 
1, 0, Tech, TECH_ANIMAL_HUSBANDRY, 173.3, 
1, 0, Tech, TECH_MINING, 173.3, 
1, 0, Tech, TECH_SAILING, 258.8, RESEARCHING
1, 0, Tech, TECH_ASTROLOGY, 441.6, 
1, 0, Tech, TECH_IRRIGATION, 318.5, 
1, 0, Tech, TECH_ARCHERY, 279.9, 
1, 0, Tech, TECH_WRITING, 393.2, 
1, 0, Tech, TECH_MASONRY, 279.4, 
1, 0, Tech, TECH_BRONZE_WORKING, 328.3, 
1, 0, Tech, TECH_THE_WHEEL, 263.0, 
1, 0, Tech, TECH_CELESTIAL_NAVIGATION, 498.2, 
1, 0, Tech, TECH_CURRENCY, 445.8, 
1, 0, Tech, TECH_HORSEBACK_RIDING, 310.3, 
1, 0, Tech, TECH_IRON_WORKING, 289.9, 
1, 0, Tech, TECH_SHIPBUILDING, 303.4, 
1, 0, Tech, TECH_ENGINEERING, -9736.0, 
1, 0, Tech, TECH_CARTOGRAPHY, -9796.7, 
1, 1, Tech, TECH_POTTERY, 128.3, 
1, 1, Tech, TECH_ANIMAL_HUSBANDRY, 116.6, 
1, 1, Tech, TECH_MINING, 116.6, 
1, 1, Tech, TECH_SAILING, 65.2, BOOSTED
1, 1, Tech, TECH_ASTROLOGY, 171.1, RESEARCHING
1, 1, Tech, TECH_IRRIGATION, 153.6, 
1, 1, Tech, TECH_ARCHERY, 137.7, 
1, 1, Tech, TECH_WRITING, 168.4, 
1, 1, Tech, TECH_MASONRY, -9882.4, 
1, 1, Tech, TECH_BRONZE_WORKING, -9882.4, 
1, 1, Tech, TECH_THE_WHEEL, -9882.4, 
1, 1, Tech, TECH_CELESTIAL_NAVIGATION, -9819.8, 
1, 1, Tech, TECH_CURRENCY, -14745.9, 
1, 1, Tech, TECH_HORSEBACK_RIDING, -9861.3, 
1, 1, Tech, TECH_IRON_WORKING, -9882.4, 
1, 1, Tech, TECH_SHIPBUILDING, -9933.8, 
1, 1, Tech, TECH_ENGINEERING, -9882.4, 
1, 1, Tech, TECH_CARTOGRAPHY, -9933.8, 
1, 2, Tech, TECH_POTTERY, 128.3, RESEARCHING
1, 2, Tech, TECH_ANIMAL_HUSBANDRY, 116.6, 
1, 2, Tech, TECH_MINING, 116.6, 
1, 2, Tech, TECH_SAILING, 65.2, 
1, 2, Tech, TECH_ASTROLOGY, 70.6, 
1, 2, Tech, TECH_IRRIGATION, 153.6, BOOSTED
1, 2, Tech, TECH_ARCHERY, 137.7, 
1, 2, Tech, TECH_WRITING, 168.4, GOAL
1, 2, Tech, TECH_MASONRY, -9882.4, 
1, 2, Tech, TECH_BRONZE_WORKING, -9882.4, 
1, 2, Tech, TECH_THE_WHEEL, -9882.4, 
1, 2, Tech, TECH_CELESTIAL_NAVIGATION, -9863.2, 
1, 2, Tech, TECH_CURRENCY, -14745.9, 
1, 2, Tech, TECH_HORSEBACK_RIDING, -9861.3, 
1, 2, Tech, TECH_IRON_WORKING, -14823.6, 
1, 2, Tech, TECH_SHIPBUILDING, -9933.8, 
1, 2, Tech, TECH_ENGINEERING, -9882.4, 
1, 2, Tech, TECH_CARTOGRAPHY, -9933.8, 
1, 3, Tech, TECH_POTTERY, 128.3, RESEARCHING
1, 3, Tech, TECH_ANIMAL_HUSBANDRY, 116.6, 
1, 3, Tech, TECH_MINING, 116.6, 
1, 3, Tech, TECH_SAILING, 65.2, 
1, 3, Tech, TECH_ASTROLOGY, 114.1, 
1, 3, Tech, TECH_IRRIGATION, 153.6, 
1, 3, Tech, TECH_ARCHERY, 137.7, 
1, 3, Tech, TECH_WRITING, 168.4, GOAL
1, 3, Tech, TECH_MASONRY, -9882.4, 
1, 3, Tech, TECH_BRONZE_WORKING, -9882.4, 
1, 3, Tech, TECH_THE_WHEEL, -9882.4, BOOSTED
1, 3, Tech, TECH_CELESTIAL_NAVIGATION, -9819.8, 
1, 3, Tech, TECH_CURRENCY, -9830.6, 
1, 3, Tech, TECH_HORSEBACK_RIDING, -9861.3, 
1, 3, Tech, TECH_IRON_WORKING, -9882.4, 
1, 3, Tech, TECH_SHIPBUILDING, -9933.8, 
1, 3, Tech, TECH_ENGINEERING, -9882.4, 
1, 3, Tech, TECH_CARTOGRAPHY, -9933.8, 
1, 4, Tech, TECH_POTTERY, 128.3, 
1, 4, Tech, TECH_ANIMAL_HUSBANDRY, 174.9, RESEARCHING
1, 4, Tech, TECH_MINING, 116.6, 
1, 4, Tech, TECH_SAILING, 65.2, 
1, 4, Tech, TECH_ASTROLOGY, 171.1, 
1, 4, Tech, TECH_IRRIGATION, 153.6, 
1, 4, Tech, TECH_ARCHERY, 137.7, 
1, 4, Tech, TECH_WRITING, 168.4, BOOSTED
1, 4, Tech, TECH_MASONRY, -9882.4, 
1, 4, Tech, TECH_BRONZE_WORKING, -9882.4, 
1, 4, Tech, TECH_THE_WHEEL, -9882.4, 
1, 4, Tech, TECH_CELESTIAL_NAVIGATION, -14729.6, 
1, 4, Tech, TECH_CURRENCY, -9830.6, 
1, 4, Tech, TECH_HORSEBACK_RIDING, -9861.3, 
1, 4, Tech, TECH_IRON_WORKING, -9882.4, 
1, 4, Tech, TECH_SHIPBUILDING, -9933.8, 
1, 4, Tech, TECH_ENGINEERING, -9882.4, 
1, 4, Tech, TECH_CARTOGRAPHY, -14900.8, 
1, 5, Tech, TECH_POTTERY, 128.3, RESEARCHING
1, 5, Tech, TECH_ANIMAL_HUSBANDRY, 116.6, 
1, 5, Tech, TECH_MINING, 116.6, 
1, 5, Tech, TECH_SAILING, 65.2, 
1, 5, Tech, TECH_ASTROLOGY, 114.1, 
1, 5, Tech, TECH_IRRIGATION, 153.6, 
1, 5, Tech, TECH_ARCHERY, 137.7, 
1, 5, Tech, TECH_WRITING, 168.4, GOAL
1, 5, Tech, TECH_MASONRY, -9882.4, 
1, 5, Tech, TECH_BRONZE_WORKING, -9882.4, 
1, 5, Tech, TECH_THE_WHEEL, -9882.4, BOOSTED
1, 5, Tech, TECH_CELESTIAL_NAVIGATION, -9819.8, 
1, 5, Tech, TECH_CURRENCY, -9830.6, 
1, 5, Tech, TECH_HORSEBACK_RIDING, -9861.3, 
1, 5, Tech, TECH_IRON_WORKING, -9882.4, 
1, 5, Tech, TECH_SHIPBUILDING, -9933.8, 
1, 5, Tech, TECH_ENGINEERING, -9882.4, 
1, 5, Tech, TECH_CARTOGRAPHY, -9933.8, 
1, 6, Tech, TECH_POTTERY, 128.3, RESEARCHING
1, 6, Tech, TECH_ANIMAL_HUSBANDRY, 116.6, 
1, 6, Tech, TECH_MINING, 116.6, 
1, 6, Tech, TECH_SAILING, 65.2, 
1, 6, Tech, TECH_ASTROLOGY, 171.1, 
1, 6, Tech, TECH_IRRIGATION, 230.4, GOAL
1, 6, Tech, TECH_ARCHERY, 137.7, 
1, 6, Tech, TECH_WRITING, 168.4, 
1, 6, Tech, TECH_MASONRY, -9882.4, 
1, 6, Tech, TECH_BRONZE_WORKING, -9882.4, 
1, 6, Tech, TECH_THE_WHEEL, -9882.4, BOOSTED
1, 6, Tech, TECH_CELESTIAL_NAVIGATION, -9819.8, 
1, 6, Tech, TECH_CURRENCY, -9830.6, 
1, 6, Tech, TECH_HORSEBACK_RIDING, -14791.9, 
1, 6, Tech, TECH_IRON_WORKING, -9882.4, 
1, 6, Tech, TECH_SHIPBUILDING, -9933.8, 
1, 6, Tech, TECH_ENGINEERING, -9882.4, 
1, 6, Tech, TECH_CARTOGRAPHY, -9933.8, 
1, 7, Tech, TECH_POTTERY, 128.3, 
1, 7, Tech, TECH_ANIMAL_HUSBANDRY, 174.9, RESEARCHING
1, 7, Tech, TECH_MINING, 116.6, 
