Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
4, 21, 63, 1:1, 131073:851980, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 6, 30, 21
5, 21, 63, 1:1, 131073:851980, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 2, 4, 31, 25
6, 9, 63, 1:1, 131073:65536, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 6, 33, 19
6, 26, 63, 1:1, 131073:196610, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 6, 38, 27
6, 26, 63, 1:1, 196610:196610, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 3, 39, 25
6, 27, 63, 1:1, 131073:589832, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 9, 47, 24
7, 9, 63, 1:1, 131073:65536, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 2, 4, 47, 25
7, 10, 63, 1:1, 131073:786443, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 3, 20, 37
7, 26, 63, 1:1, 131073:196610, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 1, 1, 33, 28
7, 26, 63, 1:1, 196610:196610, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 1, -2, 33, 31
7, 27, 63, 1:1, 131073:589832, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 0, 7, 48, 20
7, 63, 9, 1:1, 65536:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -4, -3, 23, 32
7, 63, 5, 1:1, 1507350:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, 0, 5, 31, 24
8, 2, 63, 1:1, 131073:589832, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 10, 41, 18
8, 5, 63, 1:1, 131073:1507350, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 3, -3, 31, 32
8, 21, 63, 1:1, 196610:851980, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 1, 32, 29
9, 2, 63, 1:1, 131073:589832, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 1, 8, 38, 21
9, 6, 63, 1:1, 131073:393221, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 20, 52
9, 21, 63, 1:1, 196610:851980, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 2, -1, 28, 31
9, 27, 63, 1:1, 196610:589832, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 1, 32, 25
10, 13, 63, 1:1, 196610:393221, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 1, 17, 39
11, 0, 63, 1:1, 131073:655369, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 3, 21, 45
11, 0, 63, 1:1, 131073:655369, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, -1, 20, 48
11, 5, 63, 1:1, 131073:1572887, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -4, 0, 27, 43
11, 6, 63, 1:1, 131073:393221, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, -6, 14, 59
11, 11, 63, 1:1, 131073:1835034, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 18, 41
12, 14, 63, 1:1, 131073:917517, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 8, 29, 32
12, 18, 63, 1:1, 131073:1769474, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 11, 52, 18
12, 19, 63, 1:1, 196610:1966108, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 19, 37
13, 14, 63, 1:1, 131073:917517, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -3, 5, 32, 37
13, 19, 63, 1:1, 196610:1966108, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, -1, 22, 39
13, 29, 63, 1:1, 196610:524295, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 17, 52
14, 17, 63, 1:1, 196610:131073, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 3, 21, 42
14, 29, 63, 1:1, 196610:524295, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 3, -5, 15, 64
14, 63, 7, 1:1, 2162717:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 0, 29, 35
15, 3, 63, 1:1, 131073:2031628, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 11, 6, 30, 34
15, 19, 63, 1:1, 196610:1966108, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 1, -5, 14, 59
15, 25, 63, 1:1, 196610:262147, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 17, 43
16, 3, 63, 1:1, 131073:2031628, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 8, 3, 28, 27
16, 17, 63, 1:1, 196610:131073, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 4, -1, 14, 63
16, 18, 63, 1:1, 196610:1769474, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 9, 39, 27
16, 25, 63, 1:1, 196610:262147, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 3, -1, 14, 50
17, 13, 63, 1:1, 131073:327684, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 4, 25, 34
17, 13, 63, 1:1, 196610:327684, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 1, 29, 33
17, 18, 63, 1:1, 196610:1769474, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 7, 42, 19
17, 18, 63, 1:1, 131073:1769474, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 5, 39, 24
17, 63, 9, 1:1, 3276844:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 11, 35, 32
18, 7, 63, 1:1, 458757:3080234, UNIT_SLINGER, UNIT_SLINGER, 15, 5, 5, 3, 0, 48
18, 7, 63, 1:1, 196608:3932212, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 5, 0, 25, 29
18, 13, 63, 1:1, 131073:327684, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 8, -3, 27, 38
18, 26, 63, 1:1, 196610:655369, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, -4, 12, 64
18, 29, 63, 1:1, 196610:3211307, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 20, 62
18, 63, 13, 1:1, 3342381:131073, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 0, -2, 47, 18
19, 3, 63, 1:1, 131073:2031628, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 0, 26, 26
19, 5, 63, 1:1, 131073:2424865, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 12, 0, 16, 40
19, 5, 63, 1:1, 196608:1572887, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 5, -1, 19, 38
19, 22, 63, 1:1, 131073:2162717, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 2, 25, 32
19, 25, 63, 1:1, 196610:262147, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 3, -6, 14, 72
19, 63, 5, 1:1, 2424865:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 3, 47, 18
19, 63, 7, 1:1, 3080234:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, -5, 3, 0, 30
19, 63, 13, 1:1, 3342381:196610, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -5, 9, 89, 11
19, 63, 3, 1:1, 2031628:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -9, 4, 41, 25
19, 63, 9, 1:1, 3276844:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -3, 5, 23, 33
20, 12, 63, 1:1, 196610:1441813, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 3, 15, 38
20, 15, 63, 1:1, 131073:2949160, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 9, 34, 30
20, 24, 63, 1:1, 131073:3932212, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 16, 53
20, 63, 5, 1:1, 3538992:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 3, 0, 30
21, 1, 63, 1:1, 131073:1310739, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 20, 35
21, 7, 63, 1:1, 458757:3080234, UNIT_SLINGER, UNIT_SLINGER, 15, 5, 5, 0, 0, 47
21, 11, 63, 1:1, 262146:4325432, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 0, 0, 41
21, 15, 63, 1:1, 131073:2949160, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 7, 6, 29, 25
21, 24, 63, 1:1, 196610:3932212, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, -5, 13, 55
21, 63, 1, 1:1, 4718651:196608, UNIT_BARBARIAN_HORSEMAN, UNIT_SCOUT, 20, 10, 0, 3, 24, 46
21, 63, 11, 1:1, 458758:262146, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, 0, 0, 16, 59
22, 7, 63, 1:1, 458757:3080234, UNIT_SLINGER, UNIT_SLINGER, 15, 5, 5, -2, 0, 59
22, 10, 63, 1:1, 327682:786443, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, -4, 0, 38
22, 63, 1, 1:1, 4718651:131073, UNIT_BARBARIAN_HORSEMAN, UNIT_WARRIOR, 20, 20, -2, 3, 43, 27
22, 63, 11, 1:1, 3538992:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 3, 0, 38
23, 0, 63, 1:1, 131073:4128823, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 20, 52
23, 0, 63, 1:1, 131073:4128823, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, -5, 20, 55
23, 1, 63, 1:1, 131073:4718651, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, 0, -7, 21, 38
23, 14, 63, 1:1, 196610:2555938, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 6, 17, 40
23, 15, 63, 1:1, 196610:2949160, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 4, 30, 32
23, 29, 63, 1:1, 196610:3211307, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 3, -3, 13, 54
23, 63, 1, 1:1, 5308483:131073, UNIT_BARBARIAN_HORSEMAN, UNIT_WARRIOR, 20, 20, 0, -2, 30, 29
23, 63, 18, 1:1, 1769474:196610, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -9, 7, 52, 18
24, 5, 63, 1:1, 131073:2424865, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 10, -9, 13, 53
24, 5, 63, 1:1, 393219:2883623, UNIT_SUMERIAN_WAR_CART, UNIT_WARRIOR, 30, 20, 5, 0, 14, 50
24, 12, 63, 1:1, 196610:1441813, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, -4, 13, 60
24, 15, 63, 1:1, 196610:2949160, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 7, 0, 33, 32
24, 24, 63, 1:1, 196610:3866625, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 9, 4, 26, 33
24, 29, 63, 1:1, 131073:3538992, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 5, 0, 13, 59
24, 63, 1, 1:1, 5308483:196608, UNIT_BARBARIAN_HORSEMAN, UNIT_SCOUT, 20, 10, -3, 3, 23, 38
24, 63, 4, 1:1, 5374020:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 8, 26, 29
24, 63, 29, 1:1, 3538992:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -6, 4, 0, 19
24, 63, 10, 1:1, 720906:196608, UNIT_SPEARMAN, UNIT_SCOUT, 25, 10, 0, 5, 23, 46
24, 63, 28, 1:1, 4849725:262144, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, 0, 5, 19, 43
25, 5, 63, 1:1, 393219:2883623, UNIT_SUMERIAN_WAR_CART, UNIT_WARRIOR, 30, 20, 4, -5, 12, 64
25, 6, 63, 1:1, 131073:458758, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 3, -2, 31, 27
25, 8, 63, 1:1, 327683:1835034, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 5, -4, 0, 48
25, 9, 63, 1:1, 327682:4653059, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 5, 0, 0, 50
25, 10, 63, 1:1, 327682:786443, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, -7, 0, 42
25, 14, 63, 1:1, 196610:2555938, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 4, -1, 19, 56
25, 22, 63, 1:1, 131073:5439530, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 0, 25, 41
25, 24, 63, 1:1, 196610:3866625, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 1, 34, 25
25, 28, 63, 1:1, 262144:3407918, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 1, 0, 0, 22
25, 28, 63, 1:1, 196610:4849725, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, -2, 21, 33
25, 29, 63, 1:1, 131073:3538992, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 2, -6, 14, 70
25, 63, 3, 1:1, 2097160:131073, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 0, -9, 28, 26
25, 63, 1, 1:1, 5308483:131073, UNIT_BARBARIAN_HORSEMAN, UNIT_WARRIOR, 20, 20, -5, -5, 29, 31
25, 63, 28, 1:1, 4849725:262144, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, -5, 1, 18, 59
25, 63, 20, 1:1, 5570630:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 5, 38, 25
26, 7, 63, 1:1, 458757:2687012, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 5, 0, 0, 25
26, 7, 63, 1:1, 196608:2687012, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 3, -2, 36, 25
26, 7, 63, 1:1, 131073:2687012, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -5, 19, 50
26, 10, 63, 1:1, 327682:720906, UNIT_SLINGER, UNIT_SPEARMAN, 15, 25, 0, 1, 0, 16
26, 10, 63, 1:1, 131073:3473455, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 0, 24, 24
26, 19, 63, 1:1, 196610:5570630, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -1, 27, 30
26, 22, 63, 1:1, 131073:5439530, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 8, -4, 19, 45
26, 28, 63, 1:1, 196610:4849725, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 8, -7, 21, 46
26, 63, 18, 1:1, 5374020:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 6, 45, 19
26, 63, 28, 1:1, 3407918:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, 1, 35, 25
26, 63, 19, 1:1, 5570630:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, 5, 56, 20
26, 63, 10, 1:1, 3473455:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, 1, 29, 30
26, 63, 10, 1:1, 720906:327682, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, -4, 11, 25, 39
26, 63, 11, 1:1, 458758:262146, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, -4, 3, 18, 47
27, 22, 63, 1:1, 131073:5439530, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, -9, 24, 40
27, 22, 63, 1:1, 196610:5505093, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 5, 16, 43
27, 63, 10, 1:1, 720906:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -6, 0, 33, 29
27, 63, 17, 1:1, 3276844:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, 5, 46, 23
28, 4, 63, 1:1, 131073:4194313, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 6, 26, 23
28, 5, 63, 1:1, 131073:6553672, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 2, 0, 15, 55
28, 8, 63, 1:1, 131073:4259844, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 3, 22, 35
28, 11, 63, 1:1, 131073:458758, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 15, -6, 19, 64
28, 19, 63, 1:1, 327683:6488100, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 0, 25, 29
28, 22, 63, 1:1, 131073:1441813, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, -7, 19, 61
28, 24, 63, 1:1, 131073:5963778, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 3, 6, 19, 47
28, 28, 63, 1:1, 131073:3407918, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -8, 19, 47
28, 63, 10, 1:1, 720906:327682, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, -10, 7, 27, 30
28, 63, 10, 1:1, 3473455:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -5, -8, 25, 29
28, 63, 19, 1:1, 6488100:327683, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 3, 31, 25
29, 0, 63, 1:1, 131073:6619209, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 17, 37
29, 2, 63, 1:1, 196608:6619209, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 0, -4, 27, 29
29, 5, 63, 1:1, 393219:1507350, UNIT_SUMERIAN_WAR_CART, UNIT_SPEARMAN, 30, 25, 5, -6, 17, 55
29, 5, 63, 1:1, 131073:3145735, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 13, 6, 28, 33
29, 7, 63, 1:1, 524294:3866625, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, -2, 24, 31
29, 22, 63, 1:1, 196610:5505093, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 3, -2, 19, 53
29, 24, 63, 1:1, 131073:5963778, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 2, 1, 23, 37
29, 63, 5, 1:1, 1572887:131073, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -8, -2, 65, 17
29, 63, 18, 1:1, 5374020:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, 4, 46, 20
29, 63, 20, 1:1, 6815818:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 14, 41, 14
29, 63, 5, 1:1, 3145735:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -3, 1, 29, 32
30, 2, 63, 1:1, 196608:6619209, UNIT_SCOUT, UNIT_SCOUT, 10, 10, -3, -7, 26, 36
30, 4, 63, 1:1, 131073:4259844, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 2, -3, 16, 48
30, 7, 63, 1:1, 524294:3866625, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 8, -5, 25, 41
30, 19, 63, 1:1, 131073:6422589, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 3, 24, 33
30, 63, 1, 1:1, 6160423:327683, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_WARRIOR, 15, 20, 0, 8, 0, 15
30, 63, 1, 1:1, 5046336:327683, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 7, 0, 21
30, 63, 7, 1:1, 5963778:524294, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, -8, -2, 57, 16
30, 63, 29, 1:1, 4915262:196610, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 0, 5, 52, 18
30, 63, 19, 1:1, 6815818:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 3, 46, 21
31, 2, 63, 1:1, 327683:2162717, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, -3, 0, 32
