Game Turn, City, Production Added, Current Item, Current Production, Production Needed, Overflow
1, LOC_CITY_NAME_NIDAROS, 6.3, UNIT_BUILDER, 6.3, 25, 0.0
2, LOC_CITY_NAME_NIDAROS, 6.3, UNIT_BUILDER, 12.6, 25, 0.0
2, LOC_CITY_NAME_LONDON, 5.0, UNIT_SCOUT, 5.0, 15, 0.0
2, LOC_CITY_NAME_WASHINGTON, 5.0, UNIT_SCOUT, 5.0, 15, 0.0
2, LOC_CITY_NAME_DELHI, 6.3, UNIT_SCOUT, 6.3, 15, 0.0
2, LOC_CITY_NAME_MADRID, 6.3, UNIT_SCOUT, 6.3, 15, 0.0
2, LOC_CITY_NAME_XIAN, 5.0, UNIT_SCOUT, 5.0, 15, 0.0
2, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 2.2, 30, 0.0
2, LOC_CITY_NAME_ZANZIBAR, 2.8, BUILDING_MONUMENT, 2.8, 30, 0.0
2, LOC_CITY_NAME_SEOUL, 2.8, BUILDING_MONUMENT, 2.8, 30, 0.0
2, LOC_CITY_NAME_YEREVAN, 2.8, BUILDING_MONUMENT, 2.8, 30, 0.0
2, LOC_CITY_NAME_BANDAR_BRUNEI, 5.0, UNIT_SLINGER, 5.0, 17, 0.0
2, LOC_CITY_NAME_MOHENJO_DARO, 2.8, BUILDING_MONUMENT, 2.8, 30, 0.0
2, LOC_CITY_NAME_VALLETTA, 2.2, BUILDING_MONUMENT, 2.2, 30, 0.0
2, LOC_CITY_NAME_PRESLAV, 2.2, BUILDING_MONUMENT, 2.2, 30, 0.0
2, LOC_CITY_NAME_TORONTO, 2.2, BUILDING_MONUMENT, 2.2, 30, 0.0
3, LOC_CITY_NAME_NIDAROS, 6.3, UNIT_BUILDER, 18.9, 25, 0.0
3, LOC_CITY_NAME_LONDON, 5.0, UNIT_SCOUT, 10.0, 15, 0.0
3, LOC_CITY_NAME_WASHINGTON, 5.0, UNIT_SCOUT, 10.0, 15, 0.0
3, LOC_CITY_NAME_DELHI, 6.3, UNIT_SCOUT, 12.5, 15, 0.0
3, LOC_CITY_NAME_MADRID, 6.3, UNIT_SCOUT, 12.5, 15, 0.0
3, LOC_CITY_NAME_XIAN, 5.0, UNIT_SCOUT, 10.0, 15, 0.0
3, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 4.4, 30, 0.0
3, LOC_CITY_NAME_ZANZIBAR, 2.8, BUILDING_MONUMENT, 5.5, 30, 0.0
3, LOC_CITY_NAME_SEOUL, 2.8, BUILDING_MONUMENT, 5.5, 30, 0.0
3, LOC_CITY_NAME_YEREVAN, 2.8, BUILDING_MONUMENT, 5.5, 30, 0.0
3, LOC_CITY_NAME_BANDAR_BRUNEI, 5.0, UNIT_SLINGER, 9.9, 17, 0.0
3, LOC_CITY_NAME_MOHENJO_DARO, 2.8, BUILDING_MONUMENT, 5.5, 30, 0.0
3, LOC_CITY_NAME_VALLETTA, 2.2, BUILDING_MONUMENT, 4.4, 30, 0.0
3, LOC_CITY_NAME_PRESLAV, 2.2, BUILDING_MONUMENT, 4.4, 30, 0.0
3, LOC_CITY_NAME_TORONTO, 2.2, BUILDING_MONUMENT, 4.4, 30, 0.0
4, LOC_CITY_NAME_NIDAROS, 6.3, UNIT_BUILDER, 25.2, 25, 0.2
4, LOC_CITY_NAME_LONDON, 5.0, UNIT_SCOUT, 15.0, 15, 0.0
4, LOC_CITY_NAME_WASHINGTON, 5.0, UNIT_SCOUT, 15.0, 15, 0.0
4, LOC_CITY_NAME_DELHI, 6.3, UNIT_SCOUT, 18.8, 15, 3.8
4, LOC_CITY_NAME_MADRID, 6.3, UNIT_SCOUT, 18.8, 15, 3.8
4, LOC_CITY_NAME_XIAN, 5.0, UNIT_SCOUT, 15.0, 15, 0.0
4, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 6.6, 30, 0.0
4, LOC_CITY_NAME_ZANZIBAR, 2.8, BUILDING_MONUMENT, 8.3, 30, 0.0
4, LOC_CITY_NAME_SEOUL, 2.8, BUILDING_MONUMENT, 8.3, 30, 0.0
4, LOC_CITY_NAME_YEREVAN, 2.8, BUILDING_MONUMENT, 8.3, 30, 0.0
4, LOC_CITY_NAME_BANDAR_BRUNEI, 5.0, UNIT_SLINGER, 14.9, 17, 0.0
4, LOC_CITY_NAME_MOHENJO_DARO, 2.8, BUILDING_MONUMENT, 8.3, 30, 0.0
4, LOC_CITY_NAME_VALLETTA, 2.2, BUILDING_MONUMENT, 6.6, 30, 0.0
4, LOC_CITY_NAME_PRESLAV, 2.2, BUILDING_MONUMENT, 6.6, 30, 0.0
4, LOC_CITY_NAME_TORONTO, 2.2, BUILDING_MONUMENT, 6.6, 30, 0.0
5, LOC_CITY_NAME_NIDAROS, 3.3, BUILDING_MONUMENT, 3.3, 30, 0.0
5, LOC_CITY_NAME_LONDON, 7.5, UNIT_BUILDER, 7.5, 25, 0.0
5, LOC_CITY_NAME_WASHINGTON, 5.0, UNIT_BUILDER, 5.0, 25, 0.0
5, LOC_CITY_NAME_DELHI, 10.0, UNIT_BUILDER, 10.0, 25, 0.0
5, LOC_CITY_NAME_MADRID, 10.0, UNIT_BUILDER, 10.0, 25, 0.0
5, LOC_CITY_NAME_XIAN, 5.0, UNIT_BUILDER, 5.0, 25, 0.0
5, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 8.8, 30, 0.0
5, LOC_CITY_NAME_ZANZIBAR, 2.8, BUILDING_MONUMENT, 11.0, 30, 0.0
5, LOC_CITY_NAME_SEOUL, 2.8, BUILDING_MONUMENT, 11.0, 30, 0.0
5, LOC_CITY_NAME_YEREVAN, 2.8, BUILDING_MONUMENT, 11.0, 30, 0.0
5, LOC_CITY_NAME_BANDAR_BRUNEI, 5.0, UNIT_SLINGER, 19.8, 17, 0.0
5, LOC_CITY_NAME_MOHENJO_DARO, 2.8, BUILDING_MONUMENT, 11.0, 30, 0.0
5, LOC_CITY_NAME_VALLETTA, 3.3, BUILDING_MONUMENT, 9.9, 30, 0.0
5, LOC_CITY_NAME_PRESLAV, 2.2, BUILDING_MONUMENT, 8.8, 30, 0.0
5, LOC_CITY_NAME_TORONTO, 2.2, BUILDING_MONUMENT, 8.8, 30, 0.0
6, LOC_CITY_NAME_NIDAROS, 5.3, BUILDING_MONUMENT, 8.6, 30, 0.0
6, LOC_CITY_NAME_LONDON, 11.3, UNIT_BUILDER, 18.8, 25, 0.0
6, LOC_CITY_NAME_WASHINGTON, 6.3, UNIT_BUILDER, 11.3, 25, 0.0
6, LOC_CITY_NAME_DELHI, 6.3, UNIT_BUILDER, 16.3, 25, 0.0
6, LOC_CITY_NAME_MADRID, 10.0, UNIT_BUILDER, 20.0, 25, 0.0
6, LOC_CITY_NAME_XIAN, 8.8, UNIT_BUILDER, 13.8, 25, 0.0
6, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 11.0, 30, 0.0
6, LOC_CITY_NAME_ZANZIBAR, 3.3, BUILDING_MONUMENT, 14.3, 30, 0.0
6, LOC_CITY_NAME_SEOUL, 3.9, BUILDING_MONUMENT, 14.9, 30, 0.0
6, LOC_CITY_NAME_YEREVAN, 3.3, BUILDING_MONUMENT, 14.3, 30, 0.0
6, LOC_CITY_NAME_BANDAR_BRUNEI, 5.0, UNIT_BUILDER, 5.0, 25, 0.0
6, LOC_CITY_NAME_MOHENJO_DARO, 2.8, BUILDING_MONUMENT, 13.8, 30, 0.0
6, LOC_CITY_NAME_VALLETTA, 3.3, BUILDING_MONUMENT, 13.2, 30, 0.0
6, LOC_CITY_NAME_PRESLAV, 2.2, BUILDING_MONUMENT, 11.0, 30, 0.0
6, LOC_CITY_NAME_TORONTO, 2.8, BUILDING_MONUMENT, 11.6, 30, 0.0
7, LOC_CITY_NAME_NIDAROS, 5.3, BUILDING_MONUMENT, 13.8, 30, 0.0
7, LOC_CITY_NAME_LONDON, 11.3, UNIT_BUILDER, 30.0, 25, 0.0
7, LOC_CITY_NAME_WASHINGTON, 6.3, UNIT_BUILDER, 17.5, 25, 0.0
7, LOC_CITY_NAME_DELHI, 6.3, UNIT_BUILDER, 22.5, 25, 0.0
7, LOC_CITY_NAME_MADRID, 10.0, UNIT_BUILDER, 30.0, 25, 5.0
7, LOC_CITY_NAME_XIAN, 9.6, UNIT_BUILDER, 23.3, 25, 0.0
7, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 13.2, 30, 0.0
7, LOC_CITY_NAME_ZANZIBAR, 3.3, BUILDING_MONUMENT, 17.6, 30, 0.0
7, LOC_CITY_NAME_SEOUL, 3.9, BUILDING_MONUMENT, 18.7, 30, 0.0
7, LOC_CITY_NAME_YEREVAN, 3.3, BUILDING_MONUMENT, 17.6, 30, 0.0
7, LOC_CITY_NAME_BANDAR_BRUNEI, 5.0, UNIT_BUILDER, 9.9, 25, 0.0
7, LOC_CITY_NAME_MOHENJO_DARO, 2.8, BUILDING_MONUMENT, 16.5, 30, 0.0
7, LOC_CITY_NAME_VALLETTA, 3.3, BUILDING_MONUMENT, 16.5, 30, 0.0
7, LOC_CITY_NAME_PRESLAV, 2.2, BUILDING_MONUMENT, 13.2, 30, 0.0
7, LOC_CITY_NAME_TORONTO, 2.8, BUILDING_MONUMENT, 14.3, 30, 0.0
8, LOC_CITY_NAME_NIDAROS, 8.0, BUILDING_MONUMENT, 21.8, 30, 0.0
8, LOC_CITY_NAME_LONDON, 7.5, BUILDING_GRANARY, 7.5, 32, 0.0
8, LOC_CITY_NAME_WASHINGTON, 7.5, UNIT_BUILDER, 25.0, 25, 0.0
8, LOC_CITY_NAME_DELHI, 6.3, UNIT_BUILDER, 28.8, 25, 3.8
8, LOC_CITY_NAME_MADRID, 15.0, UNIT_SLINGER, 15.0, 17, 0.0
8, LOC_CITY_NAME_XIAN, 10.8, UNIT_BUILDER, 34.1, 25, 9.1
8, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 15.4, 30, 0.0
8, LOC_CITY_NAME_ZANZIBAR, 3.3, BUILDING_MONUMENT, 20.9, 30, 0.0
8, LOC_CITY_NAME_SEOUL, 3.9, BUILDING_MONUMENT, 22.6, 30, 0.0
8, LOC_CITY_NAME_YEREVAN, 3.3, BUILDING_MONUMENT, 20.9, 30, 0.0
8, LOC_CITY_NAME_BANDAR_BRUNEI, 5.0, UNIT_BUILDER, 14.9, 25, 0.0
8, LOC_CITY_NAME_MOHENJO_DARO, 2.8, BUILDING_MONUMENT, 19.3, 30, 0.0
8, LOC_CITY_NAME_VALLETTA, 3.3, BUILDING_MONUMENT, 19.8, 30, 0.0
8, LOC_CITY_NAME_PRESLAV, 2.2, BUILDING_MONUMENT, 15.4, 30, 0.0
8, LOC_CITY_NAME_TORONTO, 2.8, BUILDING_MONUMENT, 17.1, 30, 0.0
9, LOC_CITY_NAME_NIDAROS, 9.0, BUILDING_MONUMENT, 30.8, 30, 0.8
9, LOC_CITY_NAME_LONDON, 7.5, BUILDING_GRANARY, 15.0, 32, 0.0
9, LOC_CITY_NAME_WASHINGTON, 7.5, BUILDING_GRANARY, 7.5, 32, 0.0
9, LOC_CITY_NAME_DELHI, 11.3, UNIT_BUILDER, 11.3, 27, 0.0
9, LOC_CITY_NAME_MADRID, 10.0, UNIT_SLINGER, 25.0, 17, 8.0
9, LOC_CITY_NAME_XIAN, 21.1, UNIT_BUILDER, 21.1, 27, 0.0
9, LOC_CITY_NAME_KABUL, 2.2, BUILDING_MONUMENT, 17.6, 30, 0.0
9, LOC_CITY_NAME_ZANZIBAR, 3.3, BUILDING_MONUMENT, 24.2, 30, 0.0
9, LOC_CITY_NAME_SEOUL, 3.9, BUILDING_MONUMENT, 26.4, 30, 0.0
9, LOC_CITY_NAME_YEREVAN, 3.3, BUILDING_MONUMENT, 24.2, 30, 0.0
9, LOC_CITY_NAME_BANDAR_BRUNEI, 5.0, UNIT_BUILDER, 19.8, 25, 0.0
9, LOC_CITY_NAME_MOHENJO_DARO, 3.9, BUILDING_MONUMENT, 23.1, 30, 0.0
9, LOC_CITY_NAME_VALLETTA, 3.3, BUILDING_MONUMENT, 23.1, 30, 0.0
9, LOC_CITY_NAME_PRESLAV, 2.2, BUILDING_MONUMENT, 17.6, 30, 0.0
9, LOC_CITY_NAME_TORONTO, 2.8, BUILDING_MONUMENT, 19.8, 30, 0.0
10, LOC_CITY_NAME_NIDAROS, 9.8, UNIT_SCOUT, 9.8, 15, 0.0
