Game Turn, Player, Strategy, Status
1, 0, STRATEGY_EARLY_EXPLORATION, Following
1, 0, STRATEGY_RAPID_EXPANSION, Following
1, 1, STRATEGY_EARLY_EXPLORATION, Following
1, 1, STRATEGY_RAPID_EXPANSION, Following
1, 2, STRATEGY_EARLY_EXPLORATION, Following
1, 2, STRATEGY_RAPID_EXPANSION, Following
1, 3, STRATEGY_EARLY_EXPLORATION, Following
1, 3, STRATEGY_RAPID_EXPANSION, Following
1, 4, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 4, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 4, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 4, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 4, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 4, STRATEGY_RAPID_EXPANSION, Forbidden
1, 4, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 4, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 4, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 4, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 4, STRATEGY_MODERN_CHANGES, Forbidden
1, 5, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 5, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 5, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 5, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 5, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 5, STRATEGY_RAPID_EXPANSION, Forbidden
1, 5, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 5, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 5, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 5, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 5, STRATEGY_MODERN_CHANGES, Forbidden
1, 6, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 6, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 6, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 6, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 6, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 6, STRATEGY_RAPID_EXPANSION, Forbidden
1, 6, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 6, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 6, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 6, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 6, STRATEGY_MODERN_CHANGES, Forbidden
1, 7, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 7, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 7, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 7, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 7, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 7, STRATEGY_RAPID_EXPANSION, Forbidden
1, 7, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 7, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 7, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 7, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 7, STRATEGY_MODERN_CHANGES, Forbidden
1, 8, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 8, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 8, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 8, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 8, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 8, STRATEGY_RAPID_EXPANSION, Forbidden
1, 8, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 8, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 8, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 8, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 8, STRATEGY_MODERN_CHANGES, Forbidden
1, 9, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 9, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 9, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 9, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 9, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 9, STRATEGY_RAPID_EXPANSION, Forbidden
1, 9, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 9, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 9, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 9, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 9, STRATEGY_MODERN_CHANGES, Forbidden
1, 63, VICTORY_STRATEGY_CULTURAL_VICTORY, Forbidden
1, 63, VICTORY_STRATEGY_MILITARY_VICTORY, Forbidden
1, 63, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Forbidden
1, 63, VICTORY_STRATEGY_SCIENCE_VICTORY, Forbidden
1, 63, STRATEGY_EARLY_EXPLORATION, Forbidden
1, 63, STRATEGY_RAPID_EXPANSION, Forbidden
1, 63, STRATEGY_CLASSICAL_CHANGES, Forbidden
1, 63, STRATEGY_MEDIEVAL_CHANGES, Forbidden
1, 63, STRATEGY_RENAISSANCE_CHANGES, Forbidden
1, 63, STRATEGY_INDUSTRIAL_CHANGES, Forbidden
1, 63, STRATEGY_MODERN_CHANGES, Forbidden
2, 2, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
2, 3, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
4, 0, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
9, 3, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
13, 1, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
18, 0, VICTORY_STRATEGY_RELIGIOUS_VICTORY, Following
18, 2, VICTORY_STRATEGY_SCIENCE_VICTORY, Following
